Date,ERSTE GROUP BANK AG,RAIFFEISEN BANK INTERNATIONA,KBC GROEP NV,DEXIA SA,BANK OF CYPRUS PUBLIC CO LTD,HELLENIC BANK PUBLIC CO LTD,COMMERZBANK AG,DEUTSCHE BANK AG?REGISTERED,AAREAL BANK AG,DEUTSCHE PFANDBRIEFBANK AG,BANCO BILBAO VIZCAYA ARGENTA,BANCO DE SABADELL SA,BANCO POPULAR ESPANOL,BANCO SANTANDER SA,BANKIA SA,BANKINTER SA,CAIXABANK S.A,LIBERBANK SA,BNP PARIBAS,Crédit Mutuel,CREDIT AGRICOLE SA,BPCE,SOCIETE GENERALE SA,ALPHA BANK AE,EUROBANK ERGASIAS SA,PIRAEUS BANK S.A,BANK OF IRELAND,ALLIED IRISH BANKS PLC,PERMANENT TSB GROUP HOLDINGS,BANCA CARIGE SPA,BANCA MONTE DEI PASCHI SIENA,BANCA POPOL EMILIA ROMAGNA,BANCA POPOLARE DI MILANO,BANCA POPOLARE DI SONDRIO,BANCO POPOLARE SC,INTESA SANPAOLO,MEDIOBANCA SPA IT,UBI BANCA SPA,UNICREDIT SPA,BANK OF VALLETTA PLC,ING GROEP NV,ABN AMRO GROUP,RABOBANK,BANCO BPI SA.? REG SHS,BANCO COMERCIAL PORTUGUES?R,UBS GROUP AG?REG,CREDIT SUISSE GROUP AG?REG,BARCLAYS PLC GB,HSBC HOLDINGS PLC GB,ROYAL BANK OF SCOTLAND GROUP GB,NORDEA BANK AB,JPMORGAN CHASE & Co,CITIGROUP INC,BANK OF AMERICA,GOLDMAN SACHS Group,MORGAN STANLEY
07/12/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
06/12/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
05/12/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
04/12/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
03/12/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
02/12/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
01/12/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
30/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
29/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
28/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
27/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
26/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
25/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
24/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
23/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
22/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
21/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
20/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
19/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
18/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
17/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
16/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
15/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
14/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
13/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
12/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
11/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
10/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
09/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
08/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
07/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
06/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
05/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
04/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
03/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
02/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
01/11/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
31/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
30/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
29/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
28/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
27/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
26/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
25/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
24/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
23/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
22/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
21/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
20/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
19/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
18/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
17/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
16/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
15/10/2012,#N/A N/A,0.8906,0,#N/A N/A,0,2.0817,0,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,0,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0942,0,#N/A N/A,,0,0.0059,0,0.7116,0.0369,0.09,0,0.3968,0.3,0.01,0.01,0.46,0.05
