,BOURRELIER GROUP,ALES GROUPE,MANITOU BF,FIGEAC AERO,FOUNTAINE PAJOT,DELFINGEN INDUSTRY,PRECIA,MANUTAN INTERNATIONAL,HAULOTTE GROUP,ADVINI,DAMARTEX,ROBERTET,ESKER,DESJOYAUX SA PISCINES,CAPELLI RGPT,TFF GROUP,EUROGERM,JACQUET METAL SERVICE,CPS LECTRA,GROUPE GUILLIN,AUBAY,LNA SANTE,LACROIX S.A,GUERBET,SOGECLAIR,HERIGE,VETOQUINOL,LAURENT-PERRIER,A.S.T GROUPE
2016-09-06,34.99999,12.5,15.7,21.18,40.46,23.15,155.0,53.7,15.6,37.0,26.59,327.89,35.11,9.41313,21.94,24.125,18.0,15.45,15.9,24.25,23.3,30.45,18.5,61.83,21.35,24.61,40.55,73.4,4.0
2016-09-07,34.99999,12.6,15.25,21.34,40.35,23.4,155.0,54.58,14.35,36.9,26.63,327.0,35.25,9.44206,22.09,24.25,17.98,15.55,15.9,24.12,23.3,30.35,18.5,61.65,21.22,24.55,40.89,72.48,3.87
2016-09-08,35.00971,12.5,15.25,21.48,40.25,23.67,155.0,55.0,13.4,35.52,28.49,326.98,35.5,9.35526,22.1,23.9125,17.88,16.25,15.92,24.09,23.3,30.71,18.67,62.93,21.23,24.0,41.0,72.2,4.01
2016-09-09,35.00971,12.52,15.25,21.72,40.42,23.78,151.28,55.03,13.45,35.52,32.0,326.8,36.0,9.25882,21.9,24.205,17.61,16.8,15.76,24.02,23.65,30.71,18.67,61.6,21.14,25.1,41.3,73.0,3.94
2016-09-12,35.00971,12.51,15.15,21.56,40.3,23.65,150.58,55.38,13.1,36.95,30.25,320.0,35.75,9.06592,21.75,24.375,17.61,15.85,15.85,23.94,23.92,30.71,18.2,60.39,20.66,25.1,41.05,72.5,3.9
2016-09-13,35.00971,12.52,15.49,20.67,40.0,23.7,150.58,54.0,13.23,36.8,31.16,320.0,35.2,8.96948,22.0,24.2875,17.4,16.04,15.6,23.96,24.26,31.06,18.34,62.0,20.75,25.25,40.5,72.49,3.97
2016-09-14,35.00971,12.53,15.2,20.15,40.07,23.6,150.58,54.0,12.86,36.5,31.2,325.0,34.95,9.06592,21.92,23.94,17.4,16.31,15.5,23.95,24.34,31.7,18.0,61.6,20.76,24.95,40.5,73.1,4.05
2016-09-15,35.24305,12.53,15.6,20.0,40.2,23.6,150.56,53.58,12.95,36.5,32.82,329.0,36.15,9.16237,21.92,24.2325,17.31,16.6,15.51,24.45,24.35,32.42,17.55,61.99,21.28,24.0,40.1,73.1,4.01
2016-09-16,35.24305,12.59,15.95,20.3,39.81,23.57,155.0,54.01,13.09,36.41,38.9,312.01,37.37,8.97912,21.85,24.225,17.01,16.6,15.85,24.31,24.94,32.76,17.55,61.8,21.24,23.85,38.51,72.8,3.96
2016-09-19,35.24305,12.6,15.99,20.14,39.05,23.57,155.0,53.0,13.12,36.69,36.35,324.89,37.94,8.97912,21.71,24.2525,17.3,16.2,15.96,24.54,25.35,32.86,17.25,62.73,21.24,24.15,39.0,72.8,3.9
2016-09-20,34.99999,12.6,15.98,19.9,39.0,23.75,155.0,53.0,13.18,36.5,34.0,323.96,37.62,9.04663,21.7,24.25,17.3,15.845,15.85,24.7,25.07,33.37,17.25,63.01,21.24,24.25,39.28,72.59,3.92
2016-09-21,34.99999,12.6,15.96,19.9,40.0,23.6,155.0,53.49,13.03,35.52,38.2,324.8,38.06,9.04663,21.7,24.25,17.39,16.4,16.04,25.05,24.8,33.33,17.25,64.1,21.27,24.2,40.0,73.25,3.92
2016-09-22,36.0,12.7,16.0,19.9,40.25,23.72,155.0,54.0,13.17,36.9,35.06,327.0,38.36,9.04663,22.09,24.2425,17.5,16.38,16.13,25.7,24.96,33.64,17.1,64.76,21.27,24.2,40.75,73.25,4.0
2016-09-23,36.0,12.7,15.7,19.74,40.15,23.7,153.27,54.42,13.1,36.5,34.95,330.0,38.1,9.04663,21.75,24.225,18.25,16.785,16.05,25.92,25.6,33.62,17.2,65.0,21.27,24.0,40.75,73.2,4.0
2016-09-26,36.25,12.61,15.74,19.5,39.86,23.6,153.27,54.68,13.19,36.45,34.69,325.02,38.5,9.06592,21.89,24.25,18.25,16.69,15.78,25.9,25.3,33.94,17.6,62.81,21.27,24.59,41.0,73.15,3.95
2016-09-27,37.0,12.5,15.7,19.22,39.74,23.6,155.0,54.1,13.03,35.75,33.3,322.5,39.0,9.1045,21.93,24.2625,18.27,16.38,15.73,25.25,24.85,33.59,17.6,62.2,21.27,24.3,41.49,73.0,3.96
2016-09-28,37.0,12.26,15.5,19.22,39.74,23.65,155.0,54.1,13.33,35.76,33.09,325.0,39.1,8.96948,21.84,24.2275,18.28,16.3,15.73,26.12,25.19,33.58,17.6,60.66,21.27,24.0,42.0,73.0,3.99
2016-09-29,37.0,11.9,15.6,19.1,40.5,23.69,155.0,53.9,13.4,35.76,33.0,325.5,39.0,8.77659,21.7,24.2775,18.31,16.2,15.73,26.25,25.14,33.3,17.6,60.6,21.27,24.0,43.0,72.5,4.08
2016-09-30,37.25,12.14,15.5,19.1,40.65,23.59,154.0,53.9,13.46,35.42,31.65,323.34,39.1,8.77659,22.0,24.375,18.31,16.0,15.76,26.23,25.06,32.9,17.6,60.1,21.27,24.0,44.0,72.34,4.08
2016-10-03,37.5,12.0,15.4,19.53,40.35,23.6,151.5,54.01,13.27,35.71,31.11,324.9,39.75,8.68014,22.3,24.375,18.7,15.95,15.83,26.19,25.43,33.0,17.6,59.65,21.66,23.86,44.0,72.0,4.09
2016-10-04,37.51,12.0,15.4,20.5,39.84,23.69,152.51,54.85,13.16,35.72,33.4,325.0,40.18,8.76694,22.6,24.625,18.7,15.9,16.0,26.19,25.45,33.4,17.6,61.1,21.5,24.0,44.5,72.5,4.11
2016-10-05,37.51,12.0,15.23,20.64,39.91,23.7,155.0,54.9,13.25,35.3,34.0,323.05,40.73,8.68014,22.8,24.545,19.35,15.9,16.0,26.5,25.56,33.45,17.45,60.75,21.33,23.91,45.22,72.9,4.07
2016-10-06,37.51,12.01,15.15,20.55,39.9,23.7,155.0,54.86,13.15,35.7,33.8,320.0,40.9,8.68014,22.44,24.6225,21.0,15.85,16.0,26.68,25.01,33.42,17.0,60.73,21.4,23.97,44.01,72.9,4.1
2016-10-07,37.52,11.95,15.15,20.14,39.76,23.7,155.0,55.0,12.75,35.69,33.25,319.0,42.0,8.68014,22.39,24.5425,21.5,15.55,15.9,26.43,24.25,33.0,16.56,60.6,21.4,24.0,44.5,72.2,4.03
2016-10-10,37.51,11.95,15.09,20.01,40.19,23.58,155.0,55.04,12.79,35.48,32.99,324.99,42.17,8.77659,22.5,24.5425,21.5,15.54,15.62,26.9,24.8,32.96,15.8,60.55,21.45,24.0,44.0,72.0,4.05
2016-10-11,37.75,12.04,15.07,20.63,39.85,23.51,156.0,55.0,12.7,35.25,32.96,319.03,42.33,8.77659,22.56,24.7825,23.0,15.395,15.25,26.95,25.5,32.26,15.52,61.0,21.56,24.01,44.3,72.0,4.11
2016-10-12,37.75,12.04,15.12,21.06,40.1,24.3,156.0,55.4,13.09,35.72,33.25,320.0,41.93,8.77659,22.61,24.75,22.51,15.75,15.42,26.97,25.12,33.0,15.75,61.0,21.57,24.11,44.3,72.1,4.06
2016-10-13,38.0,11.95,15.02,20.85,40.49,23.95,156.0,55.4,12.95,35.7,33.75,315.14,42.8,8.68978,22.61,24.65,22.2,15.63,15.44,27.0,25.0,33.07,15.75,60.9,21.5,24.0,44.1,72.5,4.06
2016-10-14,38.5,12.02,14.86,21.0,41.25,23.91,155.0,56.15,13.01,35.81,33.76,317.75,43.29,8.8441,22.61,24.65,22.02,15.9,15.7,26.91,24.7,33.15,15.6,61.82,21.46,24.02,44.2,72.32,4.14
2016-10-17,38.45,12.0,15.0,20.88,41.5,24.11,155.0,55.66,12.94,35.6,34.06,320.0,43.28,8.74765,22.56,24.7175,22.02,15.995,15.69,26.79,24.31,33.29,15.75,60.96,21.55,24.0,44.1,72.33,4.14
2016-10-18,38.47,11.87,14.91,20.94,42.25,24.0,156.0,56.1,13.19,35.63,34.06,321.0,42.14,8.98877,22.7,24.725,22.02,16.02,15.8,26.88,24.5,33.06,15.61,60.5,21.55,24.0,44.11,73.0,4.12
2016-10-19,38.47,11.95,15.0,21.24,44.49,24.49,153.61,56.15,12.6,35.63,35.0,318.78,41.5,9.06592,22.7,24.725,22.06,15.975,16.16,26.9,24.74,33.06,15.62,60.21,21.9,24.0,44.11,73.0,4.09
2016-10-20,38.47,11.95,15.0,21.19,45.44,24.95,153.94,56.5,12.6,35.99,34.95,319.0,41.2,9.06592,22.79,24.6975,22.5,15.885,16.25,27.2,25.85,33.1,15.8,60.1,22.49,24.0,44.1,69.31,4.1
2016-10-21,38.47,11.95,15.38,20.98,46.1,26.0,153.51,56.55,12.5,36.0,33.14,314.0,41.4,9.16237,22.65,24.8125,22.7,15.87,16.4,27.5,25.08,32.69,16.73,59.69,22.15,24.3,45.0,68.56,4.1
2016-10-24,38.25,11.95,15.32,20.9,46.95,25.99,153.21,58.45,12.51,35.65,33.01,313.0,41.4,9.21059,22.71,24.75,22.99,15.99,16.5,27.3,25.19,32.68,16.89,59.5,21.45,24.25,45.5,69.1,4.1
2016-10-25,38.25,11.95,15.7,21.32,47.19,25.5,153.21,58.15,12.3,35.55,33.0,315.0,40.88,8.85374,22.85,24.975,22.6,16.08,16.55,26.98,25.1,32.42,16.89,58.58,21.9,24.55,45.47,69.8,4.14
2016-10-26,38.49,11.99,15.7,21.3,47.66,25.95,153.21,59.44,12.26,35.99,32.72,314.0,41.1,8.85374,22.6,25.125,23.0,16.01,16.55,27.38,25.37,31.98,17.05,58.0,21.7,24.55,45.54,69.71,4.14
2016-10-27,38.49,11.99,16.4,21.11,48.59,25.94,154.0,59.45,12.22,35.82,32.6,311.05,40.5,9.16237,22.79,25.4,22.75,15.99,16.5,27.41,25.37,31.78,17.05,56.02,21.9,24.55,45.6,69.71,4.15
2016-10-28,38.49,11.9,16.31,20.96,48.46,25.94,154.0,59.45,12.35,36.0,32.55,312.98,41.3,9.35526,22.8,25.3275,22.6,15.465,16.24,27.42,25.8,32.04,17.05,55.0,21.92,25.25,45.75,69.51,4.12
2016-10-31,38.49,11.9,16.45,21.15,46.92,25.94,156.0,59.45,12.62,35.98,32.55,313.28,41.3,9.35526,22.7,25.4,22.51,15.3,16.46,29.8,25.83,32.04,16.91,54.12,22.35,24.95,45.81,70.0,4.08
2016-11-01,38.49,11.9,16.44,20.52,46.89,25.6,156.0,59.0,12.6,35.98,32.57,313.8,41.2,9.25882,22.72,25.625,22.6,15.4,16.38,30.0,25.79,32.25,16.91,54.45,22.35,24.25,45.72,70.01,4.03
2016-11-02,38.49,11.77,16.3,20.0,46.12,25.6,156.0,56.4,12.6,35.89,32.68,312.33,40.7,9.25882,22.25,25.625,22.52,15.65,15.87,30.3,25.41,31.96,16.5,53.0,21.8,24.26,45.14,70.0,3.97
2016-11-03,38.74,11.95,16.13,20.38,46.3,25.6,156.0,56.62,12.69,35.64,32.75,312.33,40.5,9.22988,22.13,25.6225,22.52,15.54,15.83,30.54,25.58,32.7,16.59,52.4,21.55,24.3,44.87,70.2,3.76
2016-11-04,38.74,11.95,16.0,20.48,46.4,25.55,158.0,56.8,12.21,35.55,33.0,313.94,41.0,9.21059,22.06,25.4225,22.5,15.535,15.66,30.27,25.03,31.89,16.59,52.1,21.59,25.0,44.7,70.01,3.8
2016-11-07,38.75,11.95,16.12,20.23,47.0,25.35,160.0,59.5,12.12,35.4,33.26,314.99,42.1,9.17201,22.2,25.3525,22.5,15.345,15.1,29.92,25.37,32.74,16.8,50.98,21.75,24.92,44.3,70.01,3.98
2016-11-08,38.75,11.95,16.18,20.17,47.0,25.0,154.0,58.4,12.14,35.2,33.0,314.39,41.4,9.05628,22.36,25.0025,22.5,15.025,15.27,29.89,25.13,33.25,17.1,52.35,21.9,25.25,44.35,70.5,3.95
2016-11-09,38.76,11.9,16.14,19.77,46.8,25.0,155.06,57.51,12.32,35.39,33.01,309.51,41.0,8.58369,22.25,24.955,22.25,15.7,15.51,29.9,24.6,32.5,16.95,58.39,21.8,24.5,44.0,70.5,4.0
2016-11-10,38.76,11.95,16.4,20.23,47.5,25.0,155.06,58.59,12.56,35.39,33.06,308.5,41.2,8.58369,22.01,24.875,22.25,17.015,15.75,29.99,24.85,33.3,17.24,57.71,23.05,24.8,44.15,70.4,3.93
2016-11-11,38.76,11.96,16.42,20.2,48.09,25.28,155.06,59.4,12.51,35.4,33.07,314.68,41.5,8.58369,22.01,24.85,22.25,17.29,15.61,29.88,25.0,32.57,17.1,55.0,23.05,24.81,44.17,70.0,3.9
2016-11-14,38.76,11.95,16.4,20.16,48.5,25.49,151.83,58.75,12.6,35.5,33.35,313.5,41.5,8.96948,22.0,25.25,22.3,17.9,15.55,29.74,24.91,32.45,17.41,56.97,23.23,25.49,44.0,68.2,4.13
2016-11-15,38.75,11.85,16.29,19.55,48.39,25.49,155.01,59.5,12.84,35.4,33.35,311.06,41.67,8.96948,21.67,25.435,22.29,17.99,15.4,29.7,24.29,33.05,17.5,55.48,23.1,25.49,43.99,65.45,4.09
2016-11-16,38.75,11.8,16.39,19.27,48.01,25.7,160.0,59.5,12.79,35.0,33.36,311.0,43.35,8.96948,22.0,25.25,22.02,17.93,15.5,29.15,24.0,32.95,17.5,57.1,23.5,25.5,43.6,66.47,4.11
2016-11-17,38.75,11.8,16.49,19.35,48.01,26.0,155.32,59.59,12.7,34.99,33.36,308.5,43.6,8.96948,22.0,25.1875,22.5,17.55,15.5,29.0,24.0,33.0,17.5,57.09,23.45,25.01,43.6,67.3,4.17
2016-11-18,38.75,11.6,16.49,19.49,48.63,26.0,162.0,59.3,12.55,34.99,33.35,308.1,44.97,9.05628,22.52,25.3525,22.5,17.85,15.4,28.8,25.26,33.74,17.5,58.48,23.45,25.37,43.67,66.69,4.18
2016-11-21,38.75,11.5,16.8,19.65,48.21,25.93,165.0,59.45,12.47,35.0,33.39,309.0,44.8,8.97912,22.5,25.21,22.5,17.805,15.5,29.02,25.2,33.53,17.4,58.42,24.0,24.89,43.65,65.0,4.2
2016-11-22,38.25,11.3,16.87,20.28,49.25,25.92,161.13,59.4,12.65,34.99,33.39,303.9,44.5,9.16237,22.48,25.035,22.23,18.305,15.69,30.23,25.59,33.89,17.69,58.85,24.38,24.89,44.14,65.95,4.26
2016-11-23,38.25,11.3,16.91,20.55,49.99,25.87,165.0,59.0,12.58,35.0,33.5,302.21,44.0,9.05628,22.8,24.925,22.5,18.6,15.67,30.5,25.31,33.75,17.35,60.0,24.06,24.89,44.22,65.19,4.3
2016-11-24,38.25,11.5,16.89,21.1,50.15,26.0,165.0,58.47,12.7,34.99,33.34,303.01,44.2,8.95983,22.8,24.875,22.5,18.745,15.4,30.8,25.45,34.46,17.35,61.75,24.09,25.0,45.0,65.73,4.2
2016-11-25,38.25,11.8,16.8,21.19,50.3,26.23,163.0,58.7,12.7,35.0,32.98,303.8,45.5,8.69943,22.98,24.875,22.6,18.2,15.59,30.99,25.68,34.55,17.35,62.0,24.09,25.0,45.11,66.6,4.23
2016-11-28,38.24,11.5,16.6,20.9,49.25,26.29,163.0,59.0,12.5,34.99,32.58,305.0,45.0,8.77659,22.52,24.5725,22.75,18.05,15.61,31.4,25.67,34.07,17.1,60.42,24.32,25.0,45.67,65.78,4.29
2016-11-29,38.19,11.6,16.48,21.05,50.75,26.35,160.0,58.45,12.6,34.99,32.56,307.01,44.9,8.6705,23.2,24.4,22.01,18.365,15.62,31.5,25.35,34.07,17.1,59.6,26.19,25.0,45.08,65.58,4.25
2016-11-30,38.19,11.6,16.5,21.15,50.4,26.49,160.57,59.9,12.67,34.91,32.57,308.0,45.0,8.70907,23.11,24.325,22.02,18.15,15.56,31.5,25.64,34.25,17.25,58.49,25.33,25.0,44.41,65.9,4.28
2016-12-01,38.19,11.6,17.02,21.12,50.6,26.4,160.57,59.5,12.67,34.73,32.58,306.0,45.0,8.62227,23.6,24.4,22.1,18.155,15.33,31.59,25.75,34.2,17.24,57.53,25.74,25.0,44.67,65.6,4.14
2016-12-02,38.19,11.67,16.72,20.83,51.06,26.45,160.0,59.05,12.47,34.99,32.5,305.61,43.35,8.77659,23.6,24.5,22.2,18.25,15.46,31.43,25.88,34.27,17.24,57.22,25.74,25.15,45.0,65.8,4.15
2016-12-05,38.19,11.65,16.92,21.0,50.5,26.11,173.5,58.81,12.5,34.56,32.44,307.0,43.51,8.8441,24.28,24.5025,22.5,18.9,15.56,31.34,26.0,34.51,17.24,58.33,25.3,25.0,45.22,67.0,4.2
2016-12-06,37.0,11.62,17.4,21.11,51.5,26.5,167.24,58.9,13.03,35.0,31.8,315.99,44.1,9.13344,24.55,24.5275,22.45,18.95,15.49,31.3,26.27,34.63,17.29,59.38,25.62,25.01,46.0,67.45,4.32
2016-12-07,37.0,11.7,17.99,21.1,52.0,27.0,175.0,59.1,13.67,34.7,31.25,318.2,44.13,9.25882,24.4,24.575,22.45,19.45,15.83,31.34,26.1,34.71,17.24,60.67,25.95,25.0,46.5,67.5,4.3
2016-12-08,37.0,11.67,18.58,21.02,52.45,27.0,173.0,60.0,13.7,35.0,31.25,332.99,42.69,9.17201,24.59,25.625,22.45,19.58,16.0,31.5,26.12,34.92,17.25,63.36,25.68,25.01,48.0,70.8,4.34
2016-12-09,37.0,11.67,18.95,20.97,53.01,26.95,163.51,59.48,13.59,35.5,30.87,345.0,43.99,9.31668,24.41,25.67,22.61,19.895,16.2,31.9,25.86,35.19,17.11,65.86,25.43,25.0,48.1,71.0,4.26
2016-12-12,37.0,11.7,18.85,21.07,54.5,26.95,163.52,60.48,13.09,35.5,30.75,340.44,43.14,9.07557,24.58,25.2525,22.98,19.62,16.55,32.45,25.87,34.65,17.0,65.65,25.2,25.25,48.01,71.4,4.27
2016-12-13,37.0,11.8,18.88,20.93,55.75,26.78,162.75,61.25,12.85,35.5,30.55,338.1,43.49,9.16237,24.41,25.2075,22.99,19.8,16.98,33.1,26.13,35.09,17.15,67.29,25.2,25.25,47.93,71.5,4.36
2016-12-14,37.0,11.9,18.71,20.98,56.25,27.4,164.9,63.68,12.88,35.27,29.8,342.99,43.15,9.26846,23.52,24.875,22.98,20.6,17.18,33.25,26.75,34.9,17.09,67.08,25.05,25.25,47.8,71.57,4.33
2016-12-15,36.75,11.81,18.72,20.4,58.01,28.49,162.63,65.64,13.05,35.27,29.86,340.83,44.06,9.63496,24.4,24.595,23.0,20.505,17.38,33.27,26.55,34.91,17.03,68.2,25.4,25.25,47.0,71.22,4.3
2016-12-16,37.4,11.85,18.9,19.9,59.27,28.4,169.0,65.54,13.21,35.5,29.9,340.0,43.7,9.6446,24.42,24.875,23.4,20.05,17.65,33.49,26.1,35.2,18.24,67.9,25.4,25.25,47.28,71.5,4.33
2016-12-19,37.51,11.72,18.74,20.09,58.8,28.51,162.4,69.22,13.4,35.39,29.9,344.03,43.87,9.46135,24.71,24.955,23.4,20.1,17.95,33.5,26.05,34.47,18.02,68.1,25.3,25.25,47.27,72.04,4.45
2016-12-20,37.25,11.72,18.81,20.53,59.0,30.06,164.99,68.73,13.12,35.4,29.9,345.0,44.09,9.8182,24.94,24.9075,23.9,20.15,17.97,33.5,26.05,35.19,17.99,68.75,25.43,25.25,47.71,71.75,4.45
2016-12-21,37.25,11.6,18.92,20.15,62.57,30.0,162.65,69.5,13.36,35.14,29.86,344.98,44.48,9.89536,25.07,24.815,24.0,20.1,18.0,33.45,26.5,34.95,18.12,70.0,25.05,26.0,47.11,71.93,4.42
2016-12-22,37.25,11.46,18.5,20.04,63.25,29.87,162.65,69.51,13.6,35.2,30.2,344.9,44.48,10.31972,25.07,24.875,25.0,19.4,17.82,32.98,26.66,35.22,18.25,69.75,25.06,25.85,46.75,70.5,4.39
2016-12-23,37.25,11.75,18.63,20.2,63.47,29.94,162.61,69.88,13.83,35.14,30.19,344.9,44.01,10.36795,24.99,24.7525,25.5,20.0,17.91,32.75,26.35,35.15,18.3,69.3,24.95,26.5,46.19,71.0,4.4
2016-12-27,37.25,11.75,18.69,20.96,63.15,30.29,165.0,70.0,14.19,35.14,31.54,344.6,44.7,11.09129,24.83,24.755,25.8,20.085,18.0,32.75,26.27,35.2,18.65,70.42,25.09,26.1,46.1,71.0,4.39
2016-12-28,37.25,11.85,18.75,21.31,63.36,30.3,165.0,70.49,13.95,35.49,31.65,344.58,44.7,11.31312,25.19,24.7625,25.8,20.2,18.0,32.7,26.11,35.0,18.5,70.75,25.31,26.1,45.35,71.0,4.39
2016-12-29,37.25,11.98,18.75,21.34,63.35,30.5,165.0,70.4,13.92,35.49,31.35,344.11,44.8,11.28418,25.22,24.75,26.0,19.98,18.19,32.7,26.13,35.39,18.8,71.17,25.2,25.97,45.09,71.0,4.49
2016-12-30,37.25,11.97,18.7,21.6,63.22,30.4,165.0,69.7,14.06,35.45,31.36,350.0,44.8,11.25525,25.22,25.0,25.75,19.81,18.02,32.7,26.5,35.35,19.0,71.19,25.3,25.85,45.53,72.0,4.5
2017-01-02,37.25,12.44,18.82,21.79,63.5,30.36,165.0,67.5,14.06,35.45,32.27,359.89,44.79,11.40956,25.1,25.2025,25.75,19.9,17.79,32.85,27.24,35.95,19.16,71.53,25.35,26.0,46.75,72.01,4.53
2017-01-03,37.15,12.5,18.9,21.25,63.5,31.9,165.0,67.01,14.3,35.48,32.31,353.6,44.1,11.29383,25.1,25.105,25.32,19.7,17.62,32.7,27.2,35.8,19.3,71.5,25.29,26.0,48.49,71.5,4.54
2017-01-04,37.15,12.36,18.9,20.72,65.0,31.9,165.6,69.97,14.5,35.5,32.63,354.6,44.14,10.88875,25.86,25.1025,25.49,20.33,16.96,32.7,27.22,35.21,19.8,73.0,24.76,26.3,48.65,70.52,4.5
2017-01-05,37.15,12.5,18.8,20.52,65.8,31.7,164.99,69.7,14.46,35.5,32.64,352.16,43.81,10.9852,26.01,25.625,25.5,20.51,17.28,32.9,26.9,35.1,20.15,77.0,25.1,26.5,49.1,70.5,4.46
2017-01-06,37.15,12.49,19.09,20.91,64.9,31.7,165.0,69.71,14.4,35.5,34.0,358.0,44.1,10.85018,26.38,25.7875,25.51,20.77,17.16,32.62,26.9,35.12,20.15,76.73,25.0,26.5,49.09,70.8,4.54
2017-01-09,37.0,12.47,19.1,20.67,66.25,31.5,165.0,69.99,14.4,35.5,34.04,356.17,45.86,10.88875,26.5,25.7875,25.51,21.2,17.37,32.6,27.04,35.5,20.3,81.51,26.8,26.5,49.03,71.1,4.43
2017-01-10,37.0,12.51,19.6,20.5,68.95,31.8,165.0,70.26,14.46,35.75,34.05,356.41,46.5,10.8984,26.4,25.775,25.48,21.85,17.47,32.52,27.0,35.49,20.0,80.07,26.63,26.42,48.58,70.4,4.46
2017-01-11,37.25,12.52,20.7,20.4,68.79,31.2,165.0,69.77,14.63,35.86,34.06,358.0,45.51,10.8984,26.68,25.875,25.28,21.87,17.2,33.42,26.76,35.5,20.3,80.15,26.51,26.7,47.9,69.65,4.51
2017-01-12,37.75,12.52,20.45,20.19,67.99,31.44,165.0,70.0,14.78,35.6,35.09,356.75,46.7,10.84053,27.07,26.25,25.26,20.685,17.29,33.43,26.52,35.61,20.15,80.0,26.51,26.73,48.4,69.95,4.48
2017-01-13,38.0,12.52,20.71,20.01,71.43,30.8,164.5,70.2,14.73,35.65,35.21,365.0,48.0,10.83089,27.05,26.325,25.02,20.675,17.3,33.99,27.0,35.7,19.85,79.18,27.1,27.35,48.0,69.39,4.5
2017-01-16,37.99,12.7,20.85,20.03,72.5,30.65,165.0,70.0,14.8,36.3,35.24,365.0,48.63,10.88875,27.49,26.625,25.02,20.45,17.36,34.88,26.65,35.46,20.25,83.25,27.1,27.35,47.63,68.0,4.48
2017-01-17,37.7,12.69,20.55,20.02,72.65,30.2,165.0,70.58,14.79,36.3,35.65,366.5,47.63,10.80195,27.9,26.4775,25.11,20.45,17.26,35.55,26.47,35.6,20.25,83.04,27.71,27.95,47.78,66.24,4.42
2017-01-18,37.7,12.89,20.1,19.95,72.14,29.95,165.0,70.25,14.8,36.5,36.02,361.51,47.5,10.75373,27.9,26.725,25.1,20.5,17.4,35.5,26.15,35.9,20.3,80.0,30.2,27.95,47.79,67.79,4.44
2017-01-19,37.7,12.85,20.0,20.3,75.0,30.3,165.0,69.03,15.13,36.45,37.0,364.97,49.99,10.99484,27.99,26.865,25.3,20.995,17.65,35.47,26.64,35.94,20.15,79.48,29.96,27.8,47.44,66.61,4.43
2017-01-20,37.7,12.88,20.2,21.28,78.5,30.2,169.0,69.16,15.1,36.47,36.78,366.95,49.96,11.30347,27.79,26.6875,25.5,21.515,17.48,35.36,26.9,35.94,20.01,77.82,30.25,27.35,47.3,66.8,4.45
2017-01-23,37.7,12.89,20.55,21.79,82.93,30.25,168.17,69.2,14.99,36.99,37.0,369.99,48.71,11.28418,27.75,26.625,25.51,21.79,17.33,35.35,27.39,35.77,19.85,77.85,30.26,27.3,47.32,67.2,4.5
2017-01-24,37.7,12.74,20.89,21.74,80.49,30.4,167.37,69.2,14.92,36.99,37.0,372.8,47.5,11.13951,27.84,26.625,25.74,21.515,17.4,35.26,27.73,36.11,19.7,79.04,30.11,27.3,47.25,67.7,4.44
2017-01-25,37.25,12.8,21.01,22.55,78.46,30.4,167.0,68.8,15.09,37.0,37.5,370.4,46.71,11.27454,27.55,26.515,25.51,21.5,17.7,35.39,28.7,36.78,20.5,79.0,30.01,27.35,47.55,69.2,4.5
2017-01-26,37.25,12.89,20.87,22.8,82.38,30.98,165.05,69.69,15.08,36.99,37.37,372.54,47.15,11.28418,27.19,26.6125,25.52,21.3,17.95,35.62,28.97,36.96,20.42,80.63,30.22,28.02,48.59,70.0,4.5
2017-01-27,37.3,12.89,20.6,22.25,80.0,30.58,165.0,69.4,14.9,37.4,38.6,375.0,47.08,11.28418,26.2,26.9375,25.51,21.155,18.0,36.57,28.2,37.8,20.15,80.46,30.46,27.78,49.06,69.52,4.45
2017-01-30,37.3,12.95,21.1,22.75,81.99,30.51,164.52,69.68,14.72,37.39,35.66,373.4,47.0,11.25525,26.0,27.75,25.5,21.155,17.7,36.8,27.94,37.88,19.85,80.0,30.32,28.5,49.32,68.5,4.5
2017-01-31,37.3,12.86,21.15,22.54,80.0,30.5,166.0,68.95,15.05,37.5,35.9,366.25,46.3,11.28418,26.36,28.0,25.5,21.15,17.99,36.35,27.3,38.35,19.34,80.07,30.3,28.21,50.0,69.0,4.45
2017-02-01,37.31,12.86,21.2,21.91,78.79,30.69,166.99,67.56,15.15,37.25,35.9,373.99,46.99,11.25525,26.01,29.875,25.54,21.35,18.0,36.49,28.03,38.15,18.79,80.73,30.12,28.36,50.0,70.22,4.5
2017-02-02,37.3,12.95,21.89,21.75,78.29,30.68,165.0,68.1,15.15,37.25,35.97,375.0,47.73,11.20703,26.24,29.36,25.5,21.7,17.99,36.55,27.65,38.79,18.3,81.08,30.08,28.7,51.56,70.22,4.52
2017-02-03,37.31,12.7,21.7,21.65,75.0,30.65,165.0,69.8,15.33,37.25,35.9,375.0,46.79,11.28418,26.31,29.005,25.25,21.58,18.0,37.7,27.29,38.82,18.3,83.2,29.85,28.45,52.1,70.24,4.57
2017-02-06,37.3,12.9,21.82,21.03,75.0,30.59,164.52,71.0,15.43,37.12,36.0,365.0,46.99,11.32276,26.58,28.5,25.26,21.05,18.0,37.19,27.5,38.55,18.99,80.03,30.0,28.6,52.2,70.26,4.66
2017-02-07,37.0,13.19,21.95,20.96,78.89,30.59,164.99,73.95,15.68,37.48,36.0,369.0,47.0,11.3324,26.98,28.375,25.2,21.2,17.82,37.28,27.5,37.99,18.85,79.4,29.71,28.75,52.29,70.34,4.65
