,BOURRELIER GROUP,ALES GROUPE,MANITOU BF,FIGEAC AERO,FOUNTAINE PAJOT,DELFINGEN INDUSTRY,PRECIA,MANUTAN INTERNATIONAL,HAULOTTE GROUP,ADVINI,DAMARTEX,ROBERTET,ESKER,DESJOYAUX SA PISCINES,CAPELLI RGPT,TFF GROUP,EUROGERM,JACQUET METAL SERVICE,CPS LECTRA,GROUPE GUILLIN,AUBAY,LNA SANTE,LACROIX S.A,GUERBET,SOGECLAIR,HERIGE,VETOQUINOL,LAURENT-PERRIER,A.S.T GROUPE
2016-02-18,32.53055,14.48,15.1,20.0,35.34,17.8,133.0,48.0,13.78,29.9,20.16,236.0,28.0,6.75122,15.5,23.5,16.8,11.87,13.3,21.94,20.17,26.36,18.16,69.99,17.3,15.6,33.35,76.5,2.76
2016-02-19,32.53055,14.4,15.0,20.82,35.5,17.54,138.87,47.8,13.55,30.02,20.16,235.99,28.0,6.75122,15.32,23.5,16.8,12.05,13.29,21.88,20.0,26.51,18.99,68.45,17.3,15.45,33.39,76.7,2.74
2016-02-22,32.47221,14.5,15.15,20.31,35.2,17.8,138.87,47.54,13.32,30.2,20.16,236.0,28.6,6.79944,15.42,23.5,16.8,11.92,13.26,22.5,20.5,26.59,18.75,70.04,17.4,15.6,33.39,76.7,2.79
2016-02-23,32.47221,14.2,14.85,20.72,35.35,18.06,138.87,48.06,13.25,30.2,20.35,240.0,29.0,6.79944,15.35,24.125,16.8,11.685,13.06,22.6,21.0,26.6,18.3,70.51,17.51,15.9,33.39,76.61,2.79
2016-02-24,32.47221,14.2,15.35,20.84,35.35,17.61,138.87,47.82,13.26,30.39,20.14,239.5,28.9,6.77051,15.36,24.075,16.8,11.3,12.8,22.56,20.98,25.95,18.3,70.98,17.49,16.25,33.33,76.8,2.75
2016-02-25,30.62499,14.1,15.33,20.7,35.0,17.99,136.79,48.47,13.25,30.0,20.0,236.01,28.9,6.75122,15.4,23.875,16.6,11.23,12.71,22.62,20.92,26.48,18.3,72.05,18.0,16.25,34.07,76.3,2.75
2016-02-26,31.1111,14.22,15.7,21.65,35.0,18.4,136.52,47.45,13.25,29.5,20.01,236.01,29.1,6.75122,15.61,24.375,16.81,11.6,12.84,22.87,21.26,26.44,18.3,72.97,18.6,16.4,34.3,76.7,2.79
2016-02-29,32.08333,15.0,15.35,21.55,34.1,18.35,136.52,46.92,13.44,29.51,21.44,239.46,28.61,6.75122,16.2,24.3525,16.81,12.075,12.3,22.39,22.05,26.72,18.35,73.68,19.3,16.7,34.9,76.7,2.94
2016-03-01,32.09305,14.99,15.9,22.08,34.1,18.63,136.52,48.0,13.64,29.5,21.6,233.0,28.9,6.79944,16.3,24.4975,16.81,12.43,12.83,22.41,22.0,27.65,18.5,74.98,20.15,17.0,36.21,76.7,2.97
2016-03-02,32.09305,14.99,15.8,23.46,35.0,18.75,131.0,48.8,13.53,29.5,21.6,227.0,28.87,6.78015,16.4,24.475,16.85,12.435,12.85,22.25,21.93,27.29,18.5,74.54,19.98,17.15,36.0,77.0,3.0
2016-03-03,32.56944,14.69,15.4,23.0,35.0,18.94,133.5,48.8,13.98,30.5,21.6,222.0,28.81,6.84767,16.49,24.4975,16.85,12.345,12.55,22.05,21.88,27.71,17.87,75.09,20.16,17.4,37.0,76.9,3.06
2016-03-04,32.57916,14.6,15.1,23.87,35.44,19.48,131.0,48.19,14.35,30.5,21.6,224.0,28.8,6.84767,16.75,24.27,16.7,12.35,12.75,22.01,21.92,27.92,16.95,74.84,20.0,19.0,36.78,76.9,2.96
2016-03-07,32.81249,14.6,15.1,24.08,35.6,19.43,131.02,48.0,14.7,30.5,21.6,234.0,28.6,6.78015,16.7,24.435,16.7,12.815,12.65,22.11,21.48,27.65,16.5,72.82,20.05,19.0,38.0,76.2,2.98
2016-03-08,32.82221,14.3,14.9,23.71,35.6,19.26,130.6,48.0,14.6,30.5,21.6,234.0,28.49,6.78015,17.0,24.435,16.9,12.835,12.42,22.6,21.13,27.92,16.51,73.0,19.9,19.15,37.6,76.0,3.0
2016-03-09,32.56944,14.4,14.82,24.0,35.4,19.1,131.02,48.0,14.04,30.6,21.62,234.0,28.4,6.78015,17.07,24.3,16.79,12.8,12.55,22.88,20.93,27.68,17.09,73.0,19.9,18.66,37.4,76.0,2.99
2016-03-10,33.54166,14.27,15.18,23.65,35.0,19.1,131.0,48.0,13.86,30.74,21.91,225.0,28.23,6.78015,17.32,24.24,16.82,12.26,12.5,23.06,21.09,27.7,17.26,73.1,19.61,18.66,36.95,76.0,3.04
2016-03-11,33.55138,14.27,15.45,24.0,35.75,19.97,131.02,48.0,13.91,31.0,22.03,233.0,28.22,6.75122,17.45,24.62,16.82,12.35,12.8,23.3,21.15,27.92,17.4,71.52,19.54,19.1,36.94,76.0,3.05
2016-03-14,33.54166,14.3,15.4,23.9,35.9,19.77,130.6,48.0,13.85,31.0,22.16,240.0,28.08,6.75122,17.45,24.7475,16.7,12.95,13.37,24.45,21.84,27.7,16.96,70.0,19.65,19.15,35.71,77.28,3.18
2016-03-15,33.54166,14.37,15.39,23.9,35.8,19.62,131.02,48.0,13.97,30.5,22.16,240.0,28.11,6.75122,17.53,24.45,16.7,13.03,13.35,24.66,22.1,28.1,16.95,73.99,19.65,19.15,35.56,77.8,3.15
2016-03-16,33.55138,14.37,15.26,23.9,35.5,19.67,131.02,48.0,14.15,30.5,22.65,238.77,28.0,6.84767,17.45,24.0625,16.7,12.8,13.44,24.59,22.57,28.4,17.24,71.62,19.7,19.15,36.02,78.5,3.2
2016-03-17,33.55138,14.37,15.3,23.9,35.64,19.64,135.75,47.83,13.98,30.5,22.64,234.57,27.91,6.90553,17.45,23.895,16.6,12.6,13.42,24.69,22.6,28.2,16.95,71.3,19.7,19.15,36.4,78.5,3.19
2016-03-18,33.55138,14.22,15.49,23.9,35.3,19.63,135.75,47.88,14.2,30.5,22.68,234.5,28.36,6.75122,17.54,23.68,16.5,12.84,13.49,24.85,22.45,28.25,16.96,71.55,19.69,19.2,36.79,78.6,3.11
2016-03-21,33.55138,14.3,15.5,23.9,35.25,19.69,130.0,47.88,14.08,31.0,22.78,239.0,29.07,6.75122,17.65,23.4725,16.3,12.8,13.44,24.93,22.51,28.15,16.96,70.38,19.69,19.2,36.79,79.5,3.11
2016-03-22,33.55138,14.3,15.4,23.9,35.06,19.75,130.0,47.06,13.88,31.2,22.78,239.0,29.18,6.74158,17.65,23.4075,16.3,12.695,13.41,24.88,22.0,28.03,16.96,72.4,19.69,19.5,36.69,79.8,3.17
2016-03-23,33.55138,14.3,15.21,22.3,35.16,19.7,130.0,47.5,13.88,31.0,22.9,239.0,28.65,6.74158,17.55,23.0,16.3,12.6,13.46,25.0,21.27,27.77,16.96,70.66,20.1,19.5,36.1,79.8,3.12
2016-03-24,33.54166,14.47,15.0,21.9,35.2,19.9,130.0,47.98,13.83,31.0,22.9,233.0,28.4,6.74158,17.6,23.0225,16.15,12.52,13.39,25.01,20.82,27.39,16.96,69.98,18.42,19.2,35.4,79.81,3.1
2016-03-29,33.55138,14.22,14.81,21.55,35.2,19.9,130.0,47.06,13.75,31.15,22.9,233.0,28.01,6.86696,17.65,22.875,16.0,12.435,13.16,24.85,21.43,27.75,17.06,68.6,18.09,19.3,35.56,78.71,3.09
2016-03-30,33.55138,14.2,14.82,21.29,36.0,20.0,130.0,47.06,13.96,30.4,22.9,229.0,27.8,6.90553,17.55,22.8475,15.81,12.57,13.08,24.3,21.38,27.66,17.02,68.5,18.19,19.5,36.1,78.71,3.06
2016-03-31,33.55138,14.13,15.12,21.46,36.01,20.8,131.0,46.85,14.0,30.4,22.9,225.02,27.53,6.8766,17.78,22.8725,15.78,12.65,12.78,24.33,21.35,28.34,17.19,67.6,18.15,19.68,36.39,78.61,3.05
2016-04-01,33.54166,14.16,14.73,21.7,36.0,21.61,129.22,46.9,13.61,30.4,22.9,230.0,27.25,6.8766,17.89,22.875,15.72,12.65,13.05,24.19,21.31,27.95,17.25,67.7,18.09,19.75,37.6,78.75,3.24
2016-04-04,33.55138,14.1,15.03,21.65,36.0,21.88,127.01,46.9,13.5,30.0,22.9,230.7,26.76,6.88624,17.86,23.0,15.71,12.64,13.15,24.05,22.37,28.8,17.75,67.54,18.0,19.75,37.18,78.75,3.35
2016-04-05,33.54166,14.08,14.9,21.6,36.0,21.65,127.01,46.6,13.25,30.5,22.89,232.0,27.19,6.88624,17.88,22.9375,16.0,12.555,13.14,24.07,22.1,28.47,17.75,68.0,17.97,20.0,37.1,79.0,3.42
2016-04-06,33.2986,14.08,14.85,21.6,35.99,21.59,127.01,46.6,13.2,30.6,22.89,231.99,27.0,6.83802,17.74,22.6775,16.2,12.395,13.45,24.12,21.73,28.8,17.7,69.06,18.25,20.0,37.18,76.0,3.3
2016-04-07,33.30833,14.09,14.69,21.6,36.0,21.69,129.0,45.99,13.05,31.48,22.89,231.99,26.7,6.82838,17.75,22.58,16.4,12.265,13.44,24.27,21.8,29.4,17.4,69.5,18.26,19.85,37.18,75.2,3.3
2016-04-08,33.30833,14.2,15.0,21.7,35.99,21.44,129.0,45.66,13.1,31.6,22.8,231.99,26.8,6.74158,17.72,22.4925,16.8,12.25,13.26,24.2,21.9,29.9,17.4,69.0,18.16,19.85,37.12,75.07,3.34
2016-04-11,33.2986,14.1,14.8,21.55,36.29,21.03,129.0,46.05,13.29,31.4,22.76,231.99,26.7,6.79944,17.75,23.175,16.9,12.2,13.65,24.2,21.27,30.6,17.7,68.99,18.1,19.67,37.06,74.51,3.36
2016-04-12,33.2986,14.1,14.7,21.2,36.29,20.9,129.0,45.9,13.22,30.5,22.74,231.99,26.66,6.79944,18.41,23.5975,16.9,12.295,13.4,24.2,21.08,29.62,18.15,68.59,18.09,19.67,37.04,74.57,3.38
2016-04-13,33.30833,14.3,14.78,21.28,36.29,21.21,129.8,46.0,13.53,31.49,22.74,241.04,26.9,6.76086,18.82,24.0625,16.8,12.58,13.36,23.95,21.33,30.0,19.25,69.8,18.24,19.67,36.53,74.57,3.44
2016-04-14,33.30833,14.11,14.7,20.94,36.16,21.3,129.8,46.45,13.7,31.06,22.8,244.0,26.86,6.75122,18.71,24.065,16.8,12.685,13.32,23.96,21.65,30.3,19.2,65.51,18.35,19.55,37.0,73.51,3.37
2016-04-15,33.54166,14.12,14.4,20.74,36.16,21.1,129.8,45.93,13.9,32.99,22.7,245.01,26.8,6.94411,18.71,24.5725,16.8,12.76,13.31,24.16,21.38,29.99,18.74,62.62,18.39,19.3,37.04,73.51,3.45
