"DATES" "FL664090005.Q" "FL663020003.Q" "FL662051003.Q" "FL664022005.Q" "FL663069103.Q" "FL663061105.Q" "FL663061703.Q" "FL663062003.Q" "FL663063005.Q" "FL663069005.Q" "LM663064103.Q" "FL663092003.Q" "FL663090005.Q" "FL664190005.Q" "FL662151003.Q" "FL663163003.Q" "FL664123005.Q" "FL663168005.Q" "FL153067005.Q" "FL663170003.Q" "FL663178003.Q" "FL663192003.Q" "FL663190005.Q" "FL663194005.Q" "FL663193005.Q"
"200004" 2019845.00 30329.00 798457.00 214702.00 39210.00 -3252.00 63695.00 11289.00 103760.00 244049.00 77220.00 60970.00 594118.00 1983742.00 1194356.00 40944.00 493852.00 33114.00 460738.00 35915.00 2096.00 53973.00 162606.00 360535.00 -197929.00
"200101" 2064889.00 30954.00 853403.00 308411.00 44637.00 61131.00 75298.00 12658.00 114687.00 205102.00 78268.00 61199.00 527552.00 2027761.00 1263615.00 35007.00 480380.00 32119.00 448261.00 35339.00 1208.00 55362.00 156850.00 410577.00 -253727.00
"200102" 2217485.00 37066.00 882604.00 278601.00 44830.00 1549.00 96345.00 13677.00 122200.00 205780.00 89825.00 60858.00 662751.00 2180229.00 1314999.00 43913.00 487398.00 33312.00 454086.00 33321.00 1320.00 56751.00 242527.00 395359.00 -152832.00
"200103" 2350710.00 53727.00 888072.00 356303.00 50792.00 67409.00 80443.00 15997.00 141662.00 268128.00 66595.00 74158.00 643727.00 2314571.00 1370856.00 47064.00 581345.00 35736.00 545609.00 36136.00 1447.00 58140.00 219583.00 382245.00 -162662.00
"200104" 2375594.00 47120.00 909954.00 305789.00 48160.00 9816.00 77780.00 19010.00 151023.00 206613.00 85080.00 83039.00 737999.00 2334578.00 1362191.00 42343.00 530427.00 28281.00 502146.00 39211.00 1890.00 56065.00 302451.00 351710.00 -49259.00
"200201" 2390652.00 43054.00 949294.00 289586.00 47646.00 -1663.00 71816.00 13606.00 158181.00 201968.00 86247.00 87255.00 733248.00 2346616.00 1409490.00 38425.00 516276.00 28848.00 487428.00 36347.00 1911.00 55165.00 289002.00 383671.00 -94669.00
"200202" 2451372.00 45690.00 986128.00 342998.00 50808.00 9925.00 89951.00 17419.00 174895.00 180201.00 83728.00 89849.00 722778.00 2406338.00 1516532.00 42805.00 483002.00 31168.00 451834.00 30582.00 1632.00 54265.00 277520.00 361586.00 -84066.00
"200203" 2469726.00 40460.00 1050004.00 325826.00 44347.00 49.00 88821.00 20266.00 172343.00 159043.00 69384.00 92491.00 732518.00 2425204.00 1538119.00 46614.00 472222.00 26158.00 446064.00 31767.00 1615.00 53365.00 281502.00 338084.00 -56582.00
"200204" 2352237.00 44217.00 1016817.00 335518.00 43495.00 -3912.00 91831.00 21026.00 183078.00 157114.00 74894.00 100498.00 623179.00 2289525.00 1487519.00 40624.00 464115.00 22265.00 441850.00 37418.00 1347.00 35401.00 223101.00 349336.00 -126235.00
"200301" 2372581.00 44176.00 987076.00 381982.00 46693.00 17481.00 128110.00 19208.00 170490.00 168469.00 67679.00 103481.00 619718.00 2308594.00 1477932.00 50232.00 481447.00 27333.00 454114.00 28501.00 1634.00 36119.00 232729.00 364206.00 -131477.00
"200302" 2593404.00 43579.00 1081286.00 332174.00 41865.00 -63208.00 139400.00 22129.00 191988.00 257429.00 87637.00 105377.00 685922.00 2525143.00 1575031.00 46175.00 587710.00 34134.00 553576.00 35253.00 1929.00 36837.00 242208.00 359781.00 -117573.00
"200303" 2581241.00 43857.00 1020545.00 365973.00 46074.00 8142.00 85829.00 24085.00 201843.00 236611.00 86803.00 107611.00 719841.00 2508963.00 1575534.00 48640.00 569043.00 29357.00 539686.00 32468.00 1985.00 37555.00 243738.00 368842.00 -125104.00
"200304" 2648989.00 47162.00 1035966.00 415017.00 49356.00 37778.00 83726.00 24858.00 219299.00 191548.00 100537.00 137265.00 721494.00 2576052.00 1653056.00 46991.00 549593.00 28518.00 521075.00 28218.00 1751.00 37447.00 258996.00 379763.00 -120767.00
"200401" 2829090.00 52962.00 1125794.00 395180.00 49519.00 11917.00 93776.00 25028.00 214940.00 210631.00 113454.00 148976.00 782093.00 2755123.00 1756239.00 59978.00 592036.00 33296.00 558740.00 34599.00 1920.00 38219.00 272132.00 401645.00 -129513.00
"200402" 2922016.00 53428.00 1269228.00 314079.00 49956.00 -82071.00 86301.00 30172.00 229721.00 227894.00 117847.00 153779.00 785761.00 2848363.00 1802454.00 60596.00 613193.00 30429.00 582764.00 32077.00 2034.00 38991.00 299018.00 379768.00 -80750.00
"200403" 3144988.00 53080.00 1372586.00 440788.00 49876.00 -12771.00 131898.00 33582.00 238203.00 222578.00 110251.00 154871.00 790834.00 3068644.00 2020283.00 68897.00 604034.00 33284.00 570750.00 34236.00 2333.00 39763.00 299098.00 378385.00 -79287.00
"200404" 3159795.00 62881.00 1314909.00 380661.00 48015.00 -44572.00 107266.00 31961.00 237991.00 278256.00 129065.00 189176.00 804847.00 3092758.00 1950572.00 62237.00 665357.00 30157.00 635200.00 36040.00 2195.00 49610.00 326747.00 390274.00 -63527.00
"200501" 3336966.00 60832.00 1389900.00 424130.00 50399.00 -26886.00 108177.00 36344.00 256096.00 281960.00 134575.00 194166.00 851403.00 3267963.00 2142962.00 65026.00 653822.00 31136.00 622686.00 34972.00 2608.00 48960.00 319613.00 479289.00 -159676.00
"200502" 3472327.00 58952.00 1432068.00 439468.00 62476.00 -69113.00 135931.00 32413.00 277761.00 281378.00 131123.00 194421.00 934917.00 3401804.00 2248693.00 63720.00 664998.00 32350.00 632648.00 35049.00 1254.00 48310.00 339780.00 501798.00 -162018.00
"200503" 3633124.00 57728.00 1515538.00 412535.00 63811.00 -84185.00 118070.00 35288.00 279551.00 277466.00 132883.00 194358.00 1042616.00 3559446.00 2372700.00 70720.00 659508.00 33352.00 626156.00 45227.00 1794.00 47660.00 361837.00 511644.00 -149807.00
"200504" 3568738.00 56460.00 1441689.00 455243.00 60246.00 -64593.00 101001.00 42885.00 315704.00 254397.00 158331.00 201137.00 1001481.00 3494293.00 2320420.00 62361.00 660821.00 37379.00 623442.00 43079.00 2080.00 49947.00 355585.00 524134.00 -168549.00
"200601" 3763515.00 62521.00 1475444.00 471606.00 66698.00 -80442.00 130041.00 35553.00 319756.00 275121.00 167166.00 207060.00 1104597.00 3676298.00 2451964.00 71136.00 695986.00 44373.00 651613.00 35902.00 2566.00 45101.00 373643.00 514789.00 -141146.00
"200602" 3884395.00 74653.00 1481833.00 439393.00 67615.00 -148706.00 155183.00 37889.00 327412.00 274441.00 166945.00 208888.00 1238242.00 3795335.00 2484115.00 72769.00 737540.00 45198.00 692342.00 48938.00 2812.00 44371.00 404790.00 525007.00 -120217.00
"200603" 4145202.00 69778.00 1560711.00 502975.00 73995.00 -110515.00 160980.00 38392.00 340123.00 288876.00 172725.00 210806.00 1339331.00 4052723.00 2713889.00 74011.00 746782.00 45771.00 701011.00 43328.00 3269.00 43097.00 428347.00 524006.00 -95659.00
"200604" 4168246.00 80480.00 1426501.00 541659.00 64305.00 -67057.00 138057.00 50868.00 355486.00 333812.00 186369.00 244102.00 1355323.00 4095563.00 2707100.00 68788.00 749054.00 48460.00 700594.00 48279.00 2805.00 61018.00 458519.00 551019.00 -92500.00
"200701" 4608585.00 81859.00 1588288.00 632100.00 77128.00 -41484.00 147783.00 48412.00 400261.00 324015.00 202062.00 250795.00 1529466.00 4533002.00 3031200.00 83652.00 791649.00 49889.00 741760.00 51652.00 3548.00 66857.00 504444.00 513502.00 -9058.00
"200702" 4801049.00 89825.00 1631506.00 535151.00 79874.00 -139335.00 122627.00 53953.00 418032.00 382636.00 223084.00 264893.00 1673954.00 4724107.00 3040040.00 93615.00 856136.00 50616.00 805520.00 65473.00 3483.00 68593.00 596767.00 522661.00 74106.00
"200703" 4823544.00 86295.00 1621607.00 667426.00 86029.00 -95338.00 214645.00 45124.00 416966.00 347317.00 220624.00 266181.00 1614094.00 4750456.00 3132240.00 86273.00 861103.00 56090.00 805013.00 62129.00 3469.00 70356.00 534886.00 571124.00 -36238.00
"200704" 4685921.00 104980.00 1593897.00 750262.00 87115.00 -84964.00 315197.00 50122.00 382792.00 378373.00 224757.00 185315.00 1448337.00 4613276.00 2972596.00 64803.00 969466.00 52458.00 917008.00 45842.00 2186.00 62620.00 495763.00 567461.00 -71698.00
"200801" 4932132.00 122378.00 1687891.00 810638.00 107489.00 -33674.00 308061.00 66073.00 362689.00 418956.00 180134.00 188797.00 1523338.00 4871497.00 3109008.00 80369.00 1136773.00 94009.00 1042764.00 43494.00 2043.00 74557.00 425253.00 572449.00 -147196.00
"200802" 4651633.00 115605.00 1693690.00 637566.00 102908.00 -93297.00 311194.00 51803.00 264958.00 345739.00 189631.00 190450.00 1478952.00 4595248.00 2878762.00 84481.00 1062791.00 43479.00 1019312.00 39087.00 2617.00 84994.00 442516.00 613460.00 -170944.00
"200803" 4780367.00 161934.00 1778442.00 764964.00 153941.00 -9173.00 350042.00 61946.00 208208.00 458136.00 160646.00 192589.00 1263656.00 4750189.00 2936749.00 76926.00 1275885.00 257208.00 1018677.00 34362.00 2538.00 107721.00 316008.00 582385.00 -266377.00
"200804" 3505563.00 120078.00 1288380.00 661503.00 65701.00 190624.00 242649.00 38741.00 123788.00 220759.00 109172.00 187374.00 918297.00 3446523.00 2107189.00 97067.00 822724.00 85291.00 737433.00 21167.00 2485.00 72064.00 323827.00 672108.00 -348281.00
"200901" 3278756.00 103164.00 1353304.00 543767.00 49879.00 130942.00 221979.00 38740.00 102227.00 184521.00 79551.00 190406.00 824043.00 3211479.00 1972935.00 82039.00 722519.00 58456.00 664063.00 47794.00 2681.00 69270.00 314241.00 1151428.00 -837187.00
"200902" 3317637.00 92028.00 1306277.00 553287.00 61262.00 155937.00 177219.00 38308.00 120561.00 193545.00 89312.00 193003.00 890185.00 3231041.00 1934789.00 97137.00 714865.00 39091.00 675774.00 54513.00 4500.00 72962.00 352275.00 1159894.00 -807619.00
"200903" 3408956.00 81933.00 1348320.00 490977.00 49532.00 105725.00 141568.00 41895.00 152257.00 216220.00 108514.00 196891.00 966101.00 3313249.00 1958487.00 104025.00 732662.00 29858.00 702804.00 66910.00 6248.00 71077.00 373840.00 1102513.00 -728673.00
"200904" 3269267.00 90721.00 1185046.00 465209.00 41538.00 122977.00 110876.00 35430.00 154388.00 263091.00 124151.00 230996.00 910053.00 3162732.00 1810404.00 92851.00 733731.00 31999.00 701732.00 70062.00 5719.00 64404.00 385561.00 1119268.00 -733707.00
"201001" 3501945.00 90177.00 1409996.00 492790.00 38495.00 123620.00 127506.00 40342.00 162827.00 248514.00 112353.00 232699.00 915416.00 3390798.00 2029430.00 92252.00 732915.00 31839.00 701076.00 62213.00 4384.00 66711.00 402893.00 1136936.00 -734043.00
"201002" 3472133.00 86072.00 1494231.00 478946.00 33091.00 87092.00 161881.00 35015.00 161867.00 267137.00 98409.00 235729.00 811609.00 3360300.00 2029815.00 100907.00 734444.00 30715.00 703729.00 51991.00 4360.00 67839.00 370944.00 1115785.00 -744841.00
"201003" 3445510.00 89523.00 1419807.00 491051.00 34189.00 73779.00 173536.00 39207.00 170340.00 282348.00 100587.00 239895.00 822299.00 3336498.00 1972256.00 96115.00 748719.00 32083.00 716636.00 55073.00 6368.00 68644.00 389323.00 1123860.00 -734537.00
"201004" 3503632.00 96923.00 1428487.00 510121.00 36240.00 94503.00 149812.00 40017.00 189549.00 325580.00 117240.00 239280.00 786001.00 3404255.00 2006272.00 129722.00 763493.00 38247.00 725246.00 18072.00 3648.00 88477.00 394571.00 1122918.00 -728347.00
"201101" 3582505.00 88761.00 1488070.00 509960.00 39578.00 78298.00 153192.00 36472.00 202420.00 361645.00 131652.00 242288.00 760129.00 3484331.00 2087152.00 128238.00 770359.00 38546.00 731813.00 18386.00 4228.00 93322.00 382646.00 1154219.00 -771573.00
"201102" 3626676.00 105410.00 1505538.00 500696.00 42229.00 56308.00 174725.00 40045.00 187389.00 360834.00 131158.00 245265.00 777775.00 3533630.00 2077502.00 110065.00 826966.00 48338.00 778628.00 19234.00 4340.00 99634.00 395889.00 1136599.00 -740710.00
"201103" 3621235.00 111054.00 1649834.00 456198.00 40742.00 78918.00 166768.00 36066.00 133704.00 306302.00 97695.00 246830.00 753322.00 3540390.00 2105050.00 99211.00 853232.00 66002.00 787230.00 16304.00 3689.00 105929.00 356975.00 1137170.00 -780195.00
"201104" 3532758.00 111849.00 1583056.00 508850.00 42143.00 183559.00 147730.00 30899.00 104519.00 293205.00 103166.00 201688.00 730944.00 3460492.00 2076730.00 91829.00 795358.00 69238.00 726120.00 14262.00 2533.00 104648.00 375132.00 1163279.00 -788147.00
"201201" 3613879.00 117367.00 1550051.00 580102.00 43707.00 203769.00 148650.00 34685.00 149291.00 298338.00 116254.00 205723.00 746044.00 3534724.00 2108585.00 98018.00 801027.00 77412.00 723615.00 17316.00 2989.00 106892.00 399897.00 1349843.00 -949946.00
"201202" 3628637.00 105181.00 1575758.00 567609.00 34691.00 201167.00 169806.00 31167.00 130778.00 277304.00 113471.00 206472.00 782842.00 3550855.00 2143688.00 102140.00 817697.00 74789.00 742908.00 13480.00 2846.00 108520.00 362484.00 1321198.00 -958714.00
"201203" 3657273.00 113489.00 1608449.00 557200.00 33220.00 190192.00 165507.00 29027.00 139254.00 301052.00 127909.00 208566.00 740608.00 3574779.00 2164911.00 85832.00 825929.00 74451.00 751478.00 12988.00 3676.00 111455.00 369988.00 1513126.00 -1143138.00
"201204" 3706470.00 128190.00 1638171.00 612738.00 29934.00 246539.00 169607.00 26632.00 140026.00 343313.00 126702.00 212261.00 645095.00 3621349.00 2207900.00 90164.00 828163.00 71135.00 757028.00 14227.00 3080.00 110400.00 367415.00 1629249.00 -1261834.00
"201301" 3607676.00 111634.00 1518523.00 565537.00 29958.00 202634.00 153907.00 31048.00 147990.00 345034.00 117149.00 217612.00 732187.00 3517747.00 2084684.00 89105.00 821604.00 78053.00 743551.00 15380.00 4421.00 111717.00 390836.00 1638244.00 -1247408.00
"201302" 3561936.00 121757.00 1478930.00 474698.00 29399.00 165649.00 125830.00 19031.00 134789.00 344798.00 121355.00 219371.00 801027.00 3473394.00 2001025.00 103067.00 869984.00 75943.00 794041.00 15637.00 4437.00 113445.00 365799.00 1650981.00 -1285182.00
"201303" 3473524.00 116797.00 1413888.00 455307.00 30953.00 166327.00 105658.00 18269.00 134100.00 357528.00 126753.00 222055.00 781196.00 3387922.00 1909900.00 96121.00 870034.00 78527.00 791507.00 13324.00 4599.00 115028.00 378916.00 1620409.00 -1241493.00
"201304" 3408371.00 111720.00 1320966.00 426447.00 28654.00 136043.00 114164.00 18637.00 128949.00 389631.00 172386.00 218884.00 768337.00 3333582.00 1768587.00 112398.00 897052.00 81568.00 815484.00 14540.00 3723.00 128564.00 408718.00 1671813.00 -1263095.00
"201401" 3428317.00 112216.00 1273270.00 400710.00 34350.00 108042.00 113340.00 16861.00 128117.00 370361.00 153118.00 221005.00 897637.00 3350366.00 1712628.00 122725.00 952511.00 86329.00 866182.00 14779.00 4521.00 129861.00 413341.00 1699175.00 -1285834.00
"201402" 3383077.00 114345.00 1230272.00 379953.00 32400.00 79971.00 114189.00 18197.00 135196.00 425112.00 167675.00 221512.00 844208.00 3308251.00 1677145.00 113379.00 954076.00 87505.00 866571.00 17764.00 5141.00 130406.00 410340.00 1729538.00 -1319198.00
"201403" 3335655.00 116708.00 1220427.00 333881.00 20877.00 56025.00 106697.00 16203.00 134079.00 442047.00 176891.00 223934.00 821767.00 3258779.00 1606312.00 123900.00 982417.00 89957.00 892460.00 19862.00 5412.00 130450.00 390426.00 1690268.00 -1299842.00
"201404" 3254706.00 111762.00 1152749.00 337258.00 20840.00 60178.00 121906.00 18865.00 115469.00 428159.00 187782.00 224644.00 812352.00 3178101.00 1547722.00 123878.00 962486.00 93533.00 868953.00 17906.00 4049.00 133222.00 388838.00 1699723.00 -1310885.00
"201501" 3236539.00 117661.00 1138802.00 344837.00 21692.00 63691.00 124291.00 20629.00 114534.00 406960.00 162857.00 226026.00 839396.00 3161428.00 1535275.00 107412.00 964402.00 93876.00 870526.00 19168.00 4873.00 134977.00 395321.00 1708395.00 -1313074.00
"201502" 3194646.00 114093.00 1171209.00 318860.00 19634.00 43589.00 125509.00 18963.00 111165.00 415599.00 164244.00 230854.00 779787.00 3124517.00 1480318.00 135794.00 938992.00 95385.00 843607.00 23602.00 4247.00 139834.00 401730.00 1749351.00 -1347621.00
"201503" 3200623.00 115552.00 1243636.00 308146.00 19537.00 53551.00 122757.00 15893.00 96408.00 341256.00 143287.00 233804.00 814942.00 3131505.00 1493738.00 135387.00 934861.00 90213.00 844648.00 24192.00 4078.00 145842.00 393407.00 1767717.00 -1374310.00
"201504" 3044039.00 106076.00 1133265.00 300600.00 19472.00 65311.00 109743.00 13951.00 92123.00 338055.00 166809.00 236894.00 762341.00 2987080.00 1368312.00 131297.00 913177.00 92549.00 820628.00 26298.00 3223.00 154005.00 390768.00 1662921.00 -1272153.00
