,historical VaR,parametric VaR normal,parametric VaR student,MC VaR levy,historical ES,parametric ES normal,parametric ES student,MC ES levy
LP60077533,-0.04989178721950119,-0.035690200873173004,-0.04008665943776141,-0.08132379564418457,-0.06722510670038215,-0.039886102999243014,-0.04879103689234629,-0.20023000074022052
LP60077534,-0.044625821496714096,-0.031250058599318835,-0.035492618194058495,-0.07087203042309852,-0.06169217114209956,-0.03493631537097159,-0.04401999949587058,-0.18137516623963193
LP60077582,-0.003198112589291518,-0.002213899821506963,-0.002534286865207589,-0.7886557067394552,-0.004879711154482702,-0.002478930224936984,-0.003185445180492664,-97.32300177711147
LP60077591,-0.05377240516882036,-0.03475515638815146,-0.03946399644026347,-0.07998758761978443,-0.06983187863297571,-0.03884330233447937,-0.048930119793385546,-0.1969054538073965
LP60077593,-0.038852595903531593,-0.02866650523210657,-0.03227831850763645,-0.06367695494495124,-0.05259005158980924,-0.032060806361590706,-0.03944294410917802,-0.1790342847314462
LP60076433,-0.011691633175009144,-0.010836506033975214,-0.011653898783166475,-22.850044243992524,-0.022460295114649594,-0.01211182928250124,-0.01336884416631431,-697803.8262857649
LP60077821,-0.047583917373662826,-0.033297892126288545,-0.03729908931041172,-0.07631003372054639,-0.059291116492868265,-0.03723042449573959,-0.04519685781922866,-0.20919471754997032
LP65150200,-0.015313087725662752,-0.012103300826994885,-0.01350865062583797,-0.012266725112076899,-0.03445608410235684,-0.01352089835541776,-0.016277029830805163,-9.793504958750137
LP60080212,-0.03190277250284846,-0.01900116878412923,-0.021775144967562835,-0.05531438919232535,-0.0437070223637452,-0.02125293628710137,-0.027440393129407808,-0.16416730331388552
LP60079124,-0.05148476667952182,-0.03402206759243508,-0.03899417849332572,-0.09974559346632356,-0.06445099663311038,-0.03801851583566264,-0.04917569386753088,-0.3541923609400491
LP60090439,-0.050973714672213295,-0.032481886996239384,-0.03751766464550494,-0.12741324710532745,-0.06843049730981993,-0.03629315572008325,-0.048017690825336266,-0.44773413715756655
LP60054385,-0.036568497357108716,-0.02137297220516659,-0.02539574777430651,-0.423067560774792,-0.043294731560902494,-0.023881185780403373,-0.03448011589511391,-8144.387890212233
LP60054388,-0.009568985326461676,-0.006788069913379615,-0.007899362920526985,-0.2842685910485162,-0.01318424345232393,-0.00759136962810787,-0.010253753932055258,-102.56445173259077
LP60054386,-0.026866333912474404,-0.01642767794172896,-0.019380928848922455,-0.46473114530422865,-0.03281597958386202,-0.018355160813838884,-0.02590639511487262,-5932.785578739695
LP60080224,-0.05177351839612252,-0.03502842021196035,-0.03990518306596584,-0.09444477485464149,-0.06727235691558207,-0.03914078409587824,-0.049771278936989544,-0.37199922729100393
LP60063283,-0.03678049456258227,-0.024459785858870507,-0.028239881107743357,-0.08555874404397716,-0.04900297752389025,-0.027330434675580134,-0.03611299756071437,-0.3654451291445518
LP60080228,-0.011344130158967163,-0.008133120651602991,-0.009098100160784552,-0.015861307054487694,-0.014071259129478637,-0.009097321476226316,-0.011000254721773121,-0.09645274379858146
LP60040533,-0.04600830327366786,-0.02750754400656338,-0.032776848975407266,-0.015671964688422475,-0.0809773847457009,-0.030759668065174134,-0.044737097856142875,-6.4141891506656545
LP60043203,-5.709992260078009e-05,-0.0010139244139350486,-0.0010822573617824277,-0.00029565769550690235,-0.001269081923998621,-0.0011404929352543064,-0.00123652330501172,-0.0007997848724959533
LP60043564,-0.01354412210121544,-0.006194008231663189,-0.007133242438533315,-0.007590576165242847,-0.032903396603221724,-0.006913253187694056,-0.009084238281887714,-0.032302621733792655
LP60080237,-0.03527638190954779,-0.024873872919825096,-0.02862012829322004,-0.10819150891349573,-0.05160380495686512,-0.027799182195510207,-0.036355296045737166,-0.5117695139272207
LP60039931,-0.04968805118072799,-0.03506644632364462,-0.03987323970327531,-0.09562308589845504,-0.0645474780512357,-0.039191037101748975,-0.04956006358544409,-0.2449240528780961
LP60039051,-0.041434395176595744,-0.02633495765825434,-0.03012108981115939,-0.06927253171422593,-0.06291676227661862,-0.02945757215769607,-0.0378218103936803,-0.1893773002863862
LP60038943,-0.04094390761073725,-0.025670422089480303,-0.030031077697076306,-0.10866389585873344,-0.05651171153431597,-0.028712050431010112,-0.039396594751851026,-0.6415857007799808
LP60043548,-0.06633308286085116,-0.03685952561502094,-0.043745184484420635,-5.066938265474759,-0.0995008680219599,-0.041207640944048884,-0.05919792367002175,-2037.7306911732421
LP60042908,-0.045454545454545574,-0.027353432780064545,-0.03211856691253237,-0.16641047427900782,-0.06038207853828827,-0.03059601486243147,-0.042456822033266756,-1.0197692827763263
LP60039473,-0.045692292509621986,-0.326944624550658,-0.3417109157595208,-1.8570808464543391,-0.09626193804848894,-0.3652711135746968,-0.3828461852872066,-2.5784459030159717
LP60040918,-0.045014880952380855,-0.030972474779158824,-0.03516671338633356,-0.9700212326367743,-0.05876774397004092,-0.03461945823810028,-0.043595695359889386,-2.6294978605098636
LP60086099,-0.036983444695067445,-0.025143825134349318,-0.029057690641832983,-0.07231467669159033,-0.05282118694783374,-0.0281014836889283,-0.03722250447832937,-0.2000117595174402
LP60041008,-0.053813757604118016,-0.038827562589009185,-0.04390143288455506,-0.09463661425287832,-0.06643557742823401,-0.043373176722242855,-0.0540406048855812,-0.2193857950605735
LP60080270,-0.05359111960596921,-0.032012848925241574,-0.039647864123359036,-0.00045703068213378726,-0.08767158230303355,-0.035786739148698336,-0.059500681403389884,-0.003946582359122691
LP60041730,-0.04966571155682916,-0.03597239353403904,-0.04125724312248982,-0.1093609126733353,-0.06316359680943567,-0.04019071206206655,-0.05210007082656829,-0.3874470776017671
LP60037767,-0.0002501250625312159,-0.036005382517443785,-0.03755571207516264,-0.009719034462513492,-0.0011762195858254553,-0.04023001655015618,-0.042034012743803285,-2.803311176720357
LP60081277,-3.8325616218000654e-05,-0.0001895311371368777,-0.00022323342196264802,-0.00047358153542933503,-0.00028004516579104927,-0.00021805921739292765,-0.00029135646623394196,-0.001540085778038849
LP60081294,-3.466297020752374e-05,-0.00017368650635845022,-0.00021459096840490397,-0.00835920821153973,-4.345498304638426e-05,-0.00020004249365620467,-0.0003055111108522329,-1.2005911857312588
LP60081279,-0.04936953426886317,-0.030882130282921885,-0.03555403995266407,-0.07933110077414118,-0.06374612210213658,-0.03451367527062555,-0.04521372599889011,-0.2546211008807063
LP60081278,-0.04827204283940926,-0.03147728082536601,-0.03607887437538249,-0.08119406238325735,-0.06297613991621465,-0.03517682050983596,-0.04550104223562537,-0.22370493836762337
LP60042141,-0.009202332197733157,-0.004606207186881785,-0.00551264364390536,-0.1702216845007483,-0.014092657478904983,-0.005152364529001052,-0.007595763772826296,-32989.656319301175
LP60037922,-0.004423555432679117,-0.00317560434949474,-0.003588657336141201,-0.00696166363441828,-0.0067983011025469576,-0.003559647974918865,-0.004409215390028131,-0.017026635529908872
LP60038529,-0.006399024910489856,-0.002760002969950671,-0.0032669878737279757,-0.008078740607518281,-0.008890267950712951,-0.003076088104193621,-0.004411917212994388,-0.03874819348631391
LP60037617,-0.017478813559322053,-0.008811937624139345,-0.009966183377952043,-0.013533598082935158,-0.03362278988702052,-0.009838449539862203,-0.01227576194155877,-0.03351494566886532
LP60039069,-0.04586911448269365,-0.03141371895446064,-0.035756208669066585,-0.07641996628804382,-0.05945580382831606,-0.035111236465734594,-0.0445221440752312,-0.1875850176308375
LP60088327,-0.01214468116878674,-0.007001718634038977,-0.008146234681078047,-0.0759847392403122,-0.019574600023075595,-0.00783761664743324,-0.010561952914536417,-2.5132822038724743
LP60039344,-0.04375081218301983,-0.025368763600103164,-0.029340839484815612,-0.07031642937688784,-0.0629566001904879,-0.028349976533163894,-0.03764586328469935,-0.2555623276166907
LP60040464,-0.020995800839832116,-0.01357086092818478,-0.015442950204929334,-0.034336192435321336,-0.029425841491637177,-0.015163052446078355,-0.01922300401014114,-0.15966341188738745
LP60040378,-0.026373326045367677,-0.017167149887994688,-0.018618391828187458,-0.025925687785185683,-0.02724453597618856,-0.019199674702322627,-0.02156564768001246,-0.05603815938204007
LP60042578,-0.036793248945147676,-0.027401887432312807,-0.030847274809850053,-0.061141730419476,-0.05232381710598546,-0.03060935379492846,-0.03769055232636833,-0.15807167084618906
LP60084483,-0.0039062499999999592,-0.00241847276185744,-0.002790976502635638,-0.006435605918044906,-0.005635059983052065,-0.0027068868330347748,-0.0035620957910632214,-0.016522007399679694
LP60085615,-0.020852861490260544,-0.012776209202175077,-0.014450196216857026,-0.027464772460500598,-0.030562988959433036,-0.014291625744981449,-0.017789383430701515,-0.06605177836233429
LP60081298,-0.03920239507428118,-0.02355052609777413,-0.02732349988382208,-0.08101829779791844,-0.05251720039836913,-0.026325323548973992,-0.035267460019487294,-0.26668054410273984
LP60081229,-0.04822252550854628,-0.02973942253711664,-0.03547990697617067,-0.010131195394480192,-0.06074969804747698,-0.03323307555639224,-0.04860342496236563,-2.479766142431808
LP60084454,-0.03745770903818274,-0.02570799461952332,-0.028764110473208565,-0.054524677129118,-0.05136387294374308,-0.028742362733676353,-0.034791226006567186,-0.12807609116811808
LP60084455,-0.038814265863825824,-0.026562485203763083,-0.02990472576257011,-0.05060160930398532,-0.053594774445969405,-0.029692858780536163,-0.036537592766123166,-0.1241908737354114
LP60085505,-0.01571856287425143,-0.01117636146159872,-0.012456625561216341,-0.02435611612080517,-0.02079371864909695,-0.012499389958779366,-0.014975334901240747,-0.07190732735611574
LP60041438,-0.05968169761273212,-0.036518702605817174,-0.043632454225629995,-0.009433961308168629,-0.07484766418521185,-0.04079675162092376,-0.059997452304339415,-7.9518107640142865
LP60088187,-0.022289321987373056,-0.013136383464925717,-0.015808381095090127,-0.07140015455203394,-0.03281576009088367,-0.01469602910675562,-0.02205561708760806,-11.253715822551193
LP60086605,-0.04314732334821652,-0.02264715686699276,-0.028513784187026145,-0.01066849280114552,-0.06416074242842147,-0.025363262060046732,-0.04455665877945921,-116.84413922297986
LP60040065,-0.061503343515533736,-0.030828468688109036,-0.03857958047863094,-0.010774332279522675,-0.0938648590999063,-0.03443387082940755,-0.059695596990669654,-12.375381843706318
LP60039648,-0.05828929986789962,-0.03347754266563723,-0.04113854877256477,-0.0014117038027886108,-0.07787888500221907,-0.03738757855,-0.06061075184054864,-0.06244293684406252
LP60080280,-0.015754245050376932,-0.011021247959156143,-0.012297243477685965,-0.027031378024317487,-0.018421115226315166,-0.012326886380876048,-0.014808716991011826,-0.06501077331168019
LP60041973,-0.007524885536889001,-0.004161507114098362,-0.0049605503287246866,-1.6015919567815717,-0.010903161386729135,-0.004657535735518726,-0.006768922142927838,-1091.4752629292732
LP60041983,-0.08468042296331192,-0.050841671473408706,-0.06096406997108298,-0.008859526919263979,-0.10533504529848947,-0.056784835805075824,-0.08455395048206686,-10769.957397114193
LP60041990,-2.9961828630324967e-05,-0.0009882684607877966,-0.0010482290332479091,-0.1427869415547136,-0.0010764160384670483,-0.0011116670617084383,-0.0011915380357616814,-105.00175330462567
LP68164396,-0.015212973389379075,-0.009698378508533199,-0.011763098611955923,-0.009928888992108559,-0.023337483677918238,-0.010853828241293282,-0.01670921153052718,-8.431816256937886
LP60042010,-0.014523585389268422,-0.013347271701092954,-0.014986186151512966,-0.0759050168143287,-0.03267012083474127,-0.014912938326391003,-0.01823064213159712,-42.579883527938215
LP60042020,-0.02296617346684594,-0.015926686929123114,-0.018007310354381727,-0.03958466518485945,-0.029277983447057284,-0.017799688978736607,-0.02216156764712958,-0.10685765441664734
LP60042024,-0.009349463816838875,-0.006073912447520842,-0.006892183797774815,-0.012528038789178695,-0.013412752500417967,-0.006804656156407326,-0.008528269950954,-0.03973199711882446
LP60039715,-0.0062433762020013515,-0.003340742991985325,-0.0042008708639232105,-0.01276505949647188,-0.011286541642875883,-0.003746646449965073,-0.0065172760456348715,-5.150880786386867
LP60039745,-0.0447957967132901,-0.025738122717701345,-0.029441290219130313,-0.06032515068500906,-0.054226277404698535,-0.028754383602199327,-0.036997445372623804,-0.14721182124424056
LP60039763,-0.05179982440737498,-0.028826992224352255,-0.03643360256544859,-0.009534783854736729,-0.07420547410523542,-0.03220924621552792,-0.0579551329423888,-6.328913417064461
LP60039880,-0.0477693108968354,-0.030392348220943395,-0.03634123382881832,-0.02198736068183763,-0.06725659613525707,-0.03397624021204112,-0.05001363557345379,-17647.111529375652
LP60042043,-0.050745170829784046,-0.026058811890958388,-0.03230305783073038,-0.0022789497840301157,-0.0719201694459414,-0.029129993154871203,-0.04859858766848838,-176.51008913147973
LP60039728,-0.06401017380245864,-0.03339685928096412,-0.042424966429751666,-0.010705154787404926,-0.08806753118821106,-0.03730439630153004,-0.06859309637626353,-240.662580087229
LP60042054,-0.03503260507401596,-0.02437343678322567,-0.027757740815984748,-0.06255968085660871,-0.04547824991826931,-0.02723678937935534,-0.034599241646261436,-0.18276872679012818
LP60040176,-0.017085427135678385,-0.010562205402051713,-0.01197354085652503,-0.02658133667368055,-0.021049183305593706,-0.01180054627300463,-0.014804737948750145,-0.06286778391111472
LP60040175,-0.02558855629104634,-0.017654863224109224,-0.01992713578881565,-0.04784472894237275,-0.035806988094452125,-0.01974384482195069,-0.02444864615850969,-0.12710972364978498
LP60041193,-0.006589523417436145,-0.004249309503602057,-0.004940239291603964,-0.03765194124638222,-0.008421437179763807,-0.004757020599562695,-0.006395416059948853,-0.3686120843436488
LP60039765,-0.02134570765661257,-0.012895128350264327,-0.014910732412530171,-0.04174362145151487,-0.028911110845391785,-0.014416281741735733,-0.019117364485496856,-0.14252042503492993
LP60039774,-0.007189077308069572,-0.004294806128981289,-0.0050550267774731525,-0.01915709014370392,-0.009062810724758877,-0.004818355683008263,-0.006696202623530295,-0.11324100075314908
LP68266910,-0.01910138790872737,-0.010004634195782345,-0.012291464253249952,-0.005961441199882729,-0.034381783204934735,-0.011184829059975835,-0.018059847692092516,-0.07766612870969822
LP60039810,-0.025942515864128417,-0.017503240692438665,-0.02012729447744632,-0.05624113058685813,-0.034583994976437014,-0.019556234980303906,-0.02554223943747542,-0.15243025974185562
LP60042081,-0.01857085183689951,-0.01169356357249549,-0.013673095860408085,-0.04480679326781048,-0.026024020776139217,-0.013073572649526228,-0.017925516373327243,-0.15613744028097093
LP65150275,-0.009629000283205872,-0.004815077208143539,-0.006144262836599057,-0.014928182255810413,-0.01261903500199976,-0.005385210103254328,-0.010029283196547,-209.55808085318924
LP60042089,-2.863407645991943e-05,-0.0010278217389078834,-0.0010884879451350227,-0.06684083474799075,-0.0010000021977975813,-0.0011561033455073397,-0.0012358270792704148,-13.931997431181937
LP60042093,-0.029100529100529068,-0.01908604445511749,-0.021697965932498956,-0.054214961332493546,-0.0423446154617244,-0.021330215721386898,-0.026960120949045194,-0.16045030189833293
LP60041315,-0.0037322049378436892,-0.0028691312487498805,-0.003266321285803196,-0.008476332794750366,-0.005741173814227264,-0.0032114291085328793,-0.0040660143125311994,-0.02398986420962674
LP60042096,-0.023799780034273747,-0.01612386976984066,-0.01840119979134119,-0.04241294277183308,-0.029957250056933737,-0.018015759214108355,-0.02302482050728902,-0.11759650979403832
LP60042098,-0.011387344482189816,-0.006594361762692041,-0.007578817819154818,-0.045397416358026965,-0.02617592505232365,-0.007368991325688004,-0.009606895479826311,-0.3803099336985402
LP60042101,-0.013046144955317807,-0.007289143152967997,-0.008907785392138542,-0.008577095637934636,-0.024732810835624588,-0.008149550873362566,-0.01291139089350905,-2.5964151385687706
LP60042102,-0.01186285972868295,-0.007768034384316543,-0.008762940194082818,-0.018901623794943253,-0.015457909209054549,-0.008696370627099556,-0.010738402762282929,-0.04591465833246199
LP60039945,-4.816434424873547e-05,-0.0008716740929639731,-0.0009317663574296567,-0.06757193659556637,-0.001079228930176307,-0.0009786968105663617,-0.0010648780658242766,-12.549751161567364
LP60039883,-0.06928838951310864,-0.03241501304465337,-0.041077908866464986,-0.008146800533555642,-0.09354435844526905,-0.0361807687258704,-0.06608801142947046,-1.5655296869196589
LP60042109,-0.026360544217687118,-0.019016272073080678,-0.02154482711546626,-0.050888703198127994,-0.037077736362913526,-0.02124231937587847,-0.026613933856538177,-0.552224002727948
LP60041516,-0.004259301200715657,-0.0023238312324297553,-0.002962243096399369,-0.00514701325899488,-0.005823508152709102,-0.00260569026283291,-0.004779832969633165,-28.176862980370206
LP60041515,-0.01151205111795165,-0.0062484718884909625,-0.007922920104569948,-0.008852431855975394,-0.0165642323563839,-0.006989172108734147,-0.012682015715244388,-69.67511246724473
LP60040058,-0.008889495384675483,-0.006108994901453204,-0.006950838598368922,-0.014770926057961039,-0.013328292573564578,-0.006842149829282791,-0.008642116794187296,-0.03939441766601567
LP60039938,-5.6236204868684275e-05,-0.0008987476595656845,-0.0009518593195789848,-0.00035797284580870223,-0.0009820484896021589,-0.0010088875676825674,-0.0010793657550777094,-0.0009531032252338732
LP60086118,-0.045577291513880167,-0.027545456557758613,-0.03153131729981395,-0.07736133783560897,-0.056251109965936345,-0.030791668918325018,-0.03966449590657624,-0.19909627312939174
LP60076482,-0.040999359385009516,-0.023460720327622732,-0.02773449705539156,-3.6477043547166605,-0.05177268326524081,-0.02620973885991067,-0.037241619929761,-522.8492383785051
LP60042130,-0.04565199573805432,-0.022988639486130117,-0.028570930824375076,-0.012079188907302146,-0.06444845970962056,-0.02568333358445755,-0.04334385601781068,-265.3138857889924
LP60040971,-0.051425510386286455,-0.03204375881357863,-0.03756123879755114,-9.465111793559863,-0.06525733430005093,-0.035804232311238846,-0.04952383434856602,-53702.39093454564
LP60076680,-0.1100482297246239,-0.0774384541554013,-0.09031803037884766,-0.31011295338742806,-0.15821117560235395,-0.08652053129645741,-0.11786162194712226,-1.2195702102910349
LP60041232,-3.035109620247392e-05,-0.000196679476165739,-0.00023352487367139948,0.00027273272469294896,-0.00017597577884737405,-0.0002277637179011269,-0.0003080583629206254,-0.00017495353885637493
LP60041206,-0.004448801085809104,-0.00671082171550324,-0.007408694806400018,-0.012230649387539008,-0.01717223002013893,-0.007502969978518127,-0.008782027075740833,-4.314975835151289
LP60041210,-0.020964360587002025,-0.011472000634218363,-0.014013272616463039,-0.02064492723957001,-0.029991447045655307,-0.012809861171070924,-0.02033872186173395,-4.046957792001632
LP60041273,-0.044120344890845736,-0.033064600779701345,-0.03686741122606364,-0.07040238666612973,-0.06426489141982802,-0.036929220606493306,-0.04435508350006721,-0.16786489286410897
LP60041274,-0.04167056840528142,-0.02971867948437281,-0.03382768903499563,-0.07920934603313565,-0.057027258467736576,-0.033196396305665815,-0.042133549463916495,-0.20447171724439803
LP60042613,-0.01884422110552768,-0.01256850812976731,-0.014991838175544527,-0.002186850448555959,-0.030392708008193187,-0.014053945998562594,-0.02051149071050277,-0.16698766929900466
LP60042614,-0.000814332247556986,-0.0015472558697795932,-0.0017254084023391938,-0.011517840573154315,-0.006006194463384913,-0.0017324160732247135,-0.0020758153416033987,-99.48020657907499
LP60042615,-0.04057709648331824,-0.022582032845879223,-0.02776615737078282,-0.010316525784157322,-0.061266001592158656,-0.025236976394151244,-0.04091174464314009,-4.7595110029735075
LP60042616,-0.022736063252474566,-0.01294599166441424,-0.014680084499196671,-0.029369183425681098,-0.030902022780381865,-0.014459487090098392,-0.01816238564065814,-0.08562546724423313
LP60041295,-0.0015505247571775454,-0.0008070525919794041,-0.001012998810668859,0.004831730708897838,-0.0021403684421507723,-0.000910024734937665,-0.0015440854846189215,-0.02411977861315686
LP60042620,-5.859062728715917e-05,-0.004318199736384021,-0.004957970608054735,-0.027811845205929706,-0.023143443468352193,-0.004817410585696527,-0.006279239537415174,-3011.026084109835
LP60042626,-0.00866168095245535,-0.006065290662413348,-0.006864235231773535,-0.014863210607218447,-0.010928425240943123,-0.0067899405511626185,-0.008457425976795028,-0.034213898733082324
LP60042631,-0.028842552128855066,-0.015343685391095065,-0.01952421092098014,-0.01064392789566109,-0.04058452041221638,-0.017148745260499094,-0.031668452965798184,-14.089317998966994
LP60042636,-0.02731403593048589,-0.014590374171418221,-0.017670580118128356,-0.010873992269961504,-0.039199860531784154,-0.016304753339975126,-0.02507342588823507,-257.4346473649617
LP60041411,-0.05777875232978836,-0.030693493763470255,-0.03697747772709318,-1.471914600177558,-0.08683161404765535,-0.03428489125997558,-0.05184633222006916,-20330.13549340252
LP60042660,-0.002235598295564032,-0.0017493401146410554,-0.0019515974697212996,-0.003894436243960947,-0.003677750211443382,-0.001966715334101283,-0.002349142069743497,-0.011081854867422155
LP60042661,-2.577751427434021e-05,-0.0010554663586293468,-0.0011228321245311994,-0.144011277457464,-0.001150169716476236,-0.0011865569741524094,-0.0012788659228759537,-164.66585781787848
LP60042674,-0.027461953273299273,-0.015007171508647906,-0.018757568195962183,-0.011079371184936598,-0.03948591622282296,-0.016763157706842738,-0.028920884963956797,-13.718209304068868
LP60042678,-0.04226860727728982,-0.02796909343264547,-0.031610654907192004,-0.06857190123520564,-0.05500965253654398,-0.031239714974390802,-0.03888443935952046,-0.1994495659531572
LP60041484,-0.03577715230308733,-0.0182305759887233,-0.02311161411776312,-0.010384977516046364,-0.05370574603690731,-0.02036713935766007,-0.0371150375298707,-12.86241084145071
LP60041529,-3.11442243158688e-05,-0.00023747667392326775,-0.00026737740509985043,-0.10407213980040013,-0.00020669961026945123,-0.00027297875898442734,-0.00032640413715879086,-8.915685453589953
LP60041501,-0.04755758053599966,-0.029348663413675386,-0.034268828404802575,-3.044832908685912,-0.06330591674858482,-0.03279690049280384,-0.044816152498247996,-156.47048433344665
LP60041745,-0.045130409299599536,-0.03261196187984838,-0.03638157345154823,-0.06426734112921995,-0.057489494693191256,-0.0364567845065718,-0.04380236052025783,-0.14220275193565585
LP60042762,-0.056916996047430855,-0.033063898351330584,-0.03750193273476652,-0.07745020430815507,-0.06478776154368218,-0.03695132325249638,-0.04640777633203371,-0.2054362901410753
LP60042763,-0.02059783973875917,-0.010326601221951682,-0.013068356299111478,-0.0083386967340387,-0.027312346654416637,-0.011532756308344725,-0.020899161855990153,-412.940358148585
LP68093843,-0.027955400030428807,-0.02321378686821601,-0.025683854747741732,-0.04784386228515383,-0.04958337403798874,-0.025958236960817536,-0.030540725683714114,-0.10564754967163893
LP60042765,-0.0361856481076829,-0.02169226310608423,-0.02520401936332866,-0.08233697402364695,-0.047765945933857024,-0.02423343812466412,-0.03264114736649938,-0.30127686363166584
LP60042772,-0.0006177954653616209,-0.0031601676690903163,-0.0035624602788579124,-0.23816139527024788,-0.014617146205622395,-0.003529956626647879,-0.004362984799160165,-89.20931498109952
LP60041593,-0.04553149822650747,-0.028061057617833278,-0.0331339872698676,-0.10531786852067687,-0.05929389536543069,-0.03133534116930123,-0.04440073821536843,-0.32983523836182127
LP60044947,-0.06123770053746965,-0.032524969615062474,-0.04079649179433035,-0.012809969621342024,-0.08768621020977543,-0.036320799474060195,-0.06358016404765185,-13.465665345927958
LP60042780,-0.003721585194125976,-0.004377735698155446,-0.004949460846862981,-0.0006465245456287844,-0.01046607447985576,-0.00489674764192551,-0.00608938591911143,-0.02883760100216795
LP60042781,-0.051732264906905495,-0.02742931188866435,-0.034544237540520974,-0.010027267430152854,-0.07126678327626444,-0.03064128577784229,-0.054413180821558514,-3.557546164211274
LP60042784,-0.049688703731466624,-0.0350873509639181,-0.040157536997261135,-0.10730634976749555,-0.061790959173940264,-0.03919620024483,-0.050516891650915635,-0.3165752396710777
LP60041624,-0.032602217189176295,-0.021914878042237757,-0.025125553612361587,-0.0656998091316108,-0.04694972813117976,-0.024493081394352918,-0.03170184770075505,-0.18993358705977506
LP60042792,-0.057324615656476306,-0.029587163481566467,-0.037422705869903136,-0.01040298334398458,-0.07368506869297689,-0.033058721481846964,-0.059661878390258404,-6.839498752106851
LP60042794,-0.018566354536648347,-0.012805722964307332,-0.014456106062948802,-0.03328965962052253,-0.025662727673617,-0.014310031476748896,-0.017744535932435176,-0.08394493053069588
LP60042796,-0.06431015162334201,-0.03678754004938379,-0.043201003865067665,-12.08077641467662,-0.07928701949279564,-0.04109036512242239,-0.05719966370667162,-7828.804115905128
LP60042798,-0.02810757872532788,-0.01845548189606442,-0.020836641640686035,-0.04813187019725057,-0.03686220814758403,-0.020617778083766476,-0.025584034783382448,-0.11857134662435452
LP60041698,-0.012237055016181168,-0.0071574563916926605,-0.00814222381560424,-0.017646767925264224,-0.014353385594300114,-0.008000606463867263,-0.010127705670829289,-0.04116122056665763
LP60041719,-0.047943541635243295,-0.030874650723471366,-0.03538645590550285,-0.08114164709497777,-0.06058994580318222,-0.03449014679613102,-0.04463309921326157,-0.22722334401914135
LP60041739,-0.07582180276733587,-0.05521332837505519,-0.06234483445974625,-0.12737056879869832,-0.1021401902633698,-0.06169114586351542,-0.0765624968236584,-0.3363651096406216
LP60041775,-0.022673198040587886,-0.01348821852744714,-0.015703961516099655,-3.909274217460255,-0.02877041219312671,-0.01506931975745157,-0.020420901098061137,-1098.3232942224458
LP60051230,-0.015958102279728915,-0.008545105096485721,-0.01088527476789688,-0.012515742988874463,-0.022852274783433785,-0.009543944767199901,-0.01775704787176374,-12.822721220245054
LP60044892,-0.018039215686274503,-0.009249397206285787,-0.01161828889575831,-0.01113775104780041,-0.026543567749866086,-0.010332243468447097,-0.01816453215528599,-22.686004364701624
LP60044934,-0.033883538947401134,-0.01765994747579487,-0.022362648540978237,-0.010036443338607235,-0.049723344335316194,-0.01972374105953363,-0.0358233677884457,-10808.843928616883
LP68157505,0.0,-0.03893322509874837,-0.04332203974888131,-0.010648087153550877,-0.135557613962954,-0.04342942494233163,-0.051959776849453604,-11.027525313818154
LP60044933,-0.02735280482151135,-0.019279313531038088,-0.02182155935363789,-0.04770386807098282,-0.03564305518624174,-0.021544658520588702,-0.026906634171884034,-0.1541183658238916
LP60051140,-0.028875637398566738,-0.0194364473682131,-0.022216264560909332,-0.05891510173438947,-0.041684274784217795,-0.021725246872413128,-0.02787260844994579,-0.19556624229799227
LP60045031,-0.053354863969924664,-0.027350996693526794,-0.0343991795568799,-0.011905251234524353,-0.0780389718246414,-0.030562703769326047,-0.05392730650770503,-26.886335244417516
LP60051189,-0.010676440124292912,-0.005794231642864935,-0.007163095264375766,-0.012221596680128443,-0.018365937574609293,-0.006481191990125261,-0.010683776140238601,-57.744544403867444
LP60051307,-0.010433198142596871,-0.007209504650649944,-0.00845452662603523,-0.030694671572778148,-0.0170282112566906,-0.00806686065976001,-0.011142384941413864,-0.10127679147450995
LP60051139,-0.05775075987841931,-0.029170732544611933,-0.037207432618580165,-0.009518348881747374,-0.07663623981067644,-0.03257306770211765,-0.0609911430620072,-7.721585778321258
LP60051833,-0.04485488126649073,-0.02396373300495742,-0.02993334123237798,-0.00897977734273307,-0.07024034793172303,-0.026772691398751994,-0.0460469109909983,-128.60074316572428
LP60051213,-0.025902107895676953,-0.01559242275900259,-0.017716946173518176,-0.03724794654361646,-0.029867759685101233,-0.017415447135522275,-0.021998350846051055,-0.09762846131818907
LP60051321,-0.04206896551724134,-0.022389309405476995,-0.02725697368470327,-0.010159823086808498,-0.0676236850518515,-0.025005329823780703,-0.039212197331965945,-18.714834101586796
LP60053181,-0.010873190581015246,-0.007729313812369137,-0.008644437822972344,-0.016204530357272873,-0.014754646849279737,-0.008645567056289934,-0.010448048862449343,-0.040930873329439704
LP60051167,-0.0021052631578947316,-0.0013267431857011578,-0.0016834400185154054,-0.011071806295136233,-0.0031002122280792705,-0.0014904610216330085,-0.002665810351522421,-85.09503141604205
CAC.PA,-0.050471267862572215,-0.037516723867698616,-0.04222412150433416,-0.08565416872616193,-0.061956587087100105,-0.04189941481687854,-0.051573913253493094,-0.19185714396333786
LP60051301,-0.03957544841204543,-0.024402878855973996,-0.0278488239064657,-0.0629421324362785,-0.05253326599903296,-0.027271582139742664,-0.03484150374287724,-0.2214135147707992
