,historical VaR,parametric VaR normal,parametric VaR student,MC VaR levy,historical ES,parametric ES normal,parametric ES student,MC ES levy
LP68376437,-0.00034377580969609885,-0.0014536101101056069,-0.001639497978047549,-0.004343252339343134,-0.007461448359634684,-0.0016198018775018693,-0.002011095135335577,-1.313102490494509
LP68349301,-0.009172441907867975,-0.004974184082116031,-0.005723541903793296,-0.013565095575817206,-0.01210316618769376,-0.005555692820434702,-0.007273714045693566,-0.04653023611224138
LP68352427,-0.03355238500287965,-0.02294057981222678,-0.025995652886729368,-0.052926941074150885,-0.0474035325735587,-0.025650258682530996,-0.03211170323372575,-0.1338273870709378
LP68357904,-0.012575992370962056,-0.012106002990791858,-0.013081271380310613,-0.019200175049358652,-0.015351197709494361,-0.013585585207461275,-0.01510811525043311,-0.03965324972975684
LP68353513,-0.025552789573876182,-0.019735774794624,-0.02174414160780238,-0.031212671862225056,-0.028790451267729656,-0.02208721710276987,-0.025704121987254247,-0.06241069712942596
LP68355856,-0.020604446417341743,-0.011197157380584159,-0.014208906874283323,-0.43789243350669477,-0.02821334002951471,-0.012525131137634664,-0.022793319085716978,-54.857190786303136
LP68391913,-0.024533080088635598,-0.01947936885788926,-0.024961437114754705,-0.00984569439699907,-0.0486553129616388,-0.021806381930257815,-0.04114373048015309,-5.777391478559531
LP68349052,-0.01701462337901231,-0.015027127045838343,-0.016446145569946353,-0.024543082018841502,-0.024488213382671806,-0.016797801581619184,-0.019263592961996014,-0.06439315815493951
LP68356195,-0.01399773280569312,-0.008377714696229771,-0.01071025572395042,-0.010719501525602304,-0.018919102452343635,-0.00937614199335956,-0.01754124812633192,-15.028225128905879
LP68352580,-0.007956491086715744,-0.004815725508879774,-0.00555329939010921,-1.7887086608839924,-0.009684833733903109,-0.005372700385053916,-0.0070923343250564735,-1187.0820868714811
LP68352581,-0.013073190056452345,-0.008247178435157662,-0.009473457489303954,-0.02543317643464263,-0.02217585500169846,-0.009199262787242254,-0.01200983101080277,-0.07084683325692914
LP68352582,-0.0009723842862700168,-0.0007508417772364937,-0.0009671243145708787,-0.00537055188329997,-0.00138617103284029,-0.0008429117537880758,-0.0016038230402833577,-5.0809868234797335
LP68351805,-0.010252313427867787,-0.00607045595384804,-0.007233436555440883,-0.4784626103046386,-0.016258818450620296,-0.006785445764881315,-0.009878373160988628,-377.11141865428044
LP68357908,-0.002486848397895657,-0.0019116848128598897,-0.0022067203742629484,-0.0042710256388755865,-0.004912578174437449,-0.0021409112170680195,-0.0028168269782050176,-0.012583871285225505
LP68354426,-0.036268948200502235,-0.016537344747196897,-0.021239443402901882,-0.010983874422392622,-0.04224631522649014,-0.01850243419063159,-0.03533074346592087,-51.027237511459084
LP68352931,-0.0014316249937864041,-0.0006116366526363839,-0.0007607887767395622,-0.010496734472201544,-0.0019604199231173665,-0.0006839379733853118,-0.0011542565477213333,-22.052417595688425
LP68365290,-0.027253668763102704,-0.021507592354212183,-0.02408741531105382,-0.041641893545828916,-0.06188738808673605,-0.02408345525214322,-0.02917300326793335,-0.10636977185201925
LP68355858,-0.029081509007189664,-0.023794732908588204,-0.026875010010626733,-0.05461028553536862,-0.038912769880577854,-0.02661489783099615,-0.033008228074715734,-0.13570770932462753
LP68357911,-0.027129446214796363,-0.018717535931424435,-0.02236109660101595,-0.010084530947066427,-0.0353577193236917,-0.02097433924428569,-0.030616330761332206,-7.576752647728648
LP68356198,-0.02018459415164326,-0.016656760274208,-0.018049360294704837,-0.02625686233071833,-0.02405043376030629,-0.01862130443179009,-0.02088272792582167,-0.07169016647733648
LP68356472,-0.04111639373129074,-0.030342111715150333,-0.03425416046433462,-0.07289708969471184,-0.054828694894184675,-0.03391783509326283,-0.04204557748995086,-0.19152705450776625
LP68352712,-0.013935067475063675,-0.009446773142073817,-0.01072106357250694,-0.027431037140468087,-0.016923648837948117,-0.010555076199604125,-0.01328181951110124,-0.06962029375430098
LP68355863,-0.006463878326996263,-0.0038577839203681793,-0.004590665824054861,-0.011773755483984247,-0.011747963850334837,-0.004325804588866793,-0.006226546871909742,-0.05944107265913875
LP68459495,-0.017517666965263315,-0.016166536359707835,-0.018079813923872833,-0.0358837410517381,-0.030474719904021244,-0.018123839126577865,-0.021845657432933496,-0.08491244339046755
LP68356396,-0.011338069863824757,-0.006404939058960406,-0.008176132710419934,-0.003973181797789365,-0.017282278808399214,-0.007156360566671856,-0.0134071721451956,-3.849776452950566
LP68355827,-0.024202862164197807,-0.017796159736162633,-0.022283032597257744,-0.02371016044334275,-0.04131612436458269,-0.019933858377751273,-0.034276930334839265,-3.8082203061243964
LP68360561,-0.005004075824470916,-0.002575364233001956,-0.003114196752204939,-0.008371545801357289,-0.007192314068336617,-0.0028939261124309,-0.004365172369199013,-0.031726346539752856
LP68367451,-0.006779994104352931,-0.0033358617156514186,-0.003946591985518891,-5.362117111454834,-0.010613061731716814,-0.003742817258669288,-0.005283596122783017,-2356.365255125736
LP68360722,-0.015714640795219656,-0.010730485004178194,-0.012820888034257245,-1.8717759690862164,-0.027782376372737134,-0.012001082731452107,-0.017602990115078206,-1729.1709964920567
LP68354689,-0.018460867323669968,-0.008975742194168135,-0.011227384082731637,-0.011280009523529786,-0.02653998061559767,-0.010046025569673657,-0.017257067302529627,-2.6237339012713705
LP68356832,-0.035011208477684956,-0.024678528463509708,-0.027451754105442806,-0.05480705434744742,-0.047253028130696685,-0.02759335558100004,-0.03290448043484102,-0.14349122760493713
LP68357383,-0.012638230647709301,-0.009083532479355564,-0.010047384156984992,-0.01988365701275228,-0.016097573522188748,-0.010164646847607562,-0.011943173231424473,-0.053055134920725264
LP68359935,-8.315445919953251e-05,-0.003150622611371322,-0.003494587474185266,-0.008844277180029607,-0.00985147043832237,-0.003510245824936305,-0.00417099390615133,-8.076590422454217
LP68356484,-0.016715559280707275,-0.014523769223971889,-0.01600612714285404,-0.025521391502296813,-0.023233832380410515,-0.016259660565592075,-0.01892899510432737,-0.06032836146484919
LP68362004,-0.008210023866348443,-0.00534665409107331,-0.005936337792704241,-0.009507694400803046,-0.010757906176677996,-0.005975998528151516,-0.007095447438325193,-0.022999647549174898
LP68356205,-0.01484444444444446,-0.008567704471993518,-0.011011585687572231,-0.012356956959772411,-0.02322509808492984,-0.009589372546789017,-0.018333122781666596,-94.12573222593396
LP68356785,-0.006466606042235027,-0.005008594435663739,-0.005473196843559549,-0.007647028208050074,-0.007620655060754935,-0.005586180309083292,-0.006395186347730425,-0.016580208019291102
LP68376660,-0.00823189421140203,-0.005961930219799101,-0.006637764688809531,-0.01117078650811709,-0.010631186417474035,-0.006676023327233058,-0.007966429760386516,-0.03083946614194054
LP68366588,-0.02040816326530614,-0.01798360296109678,-0.01991192665978539,-0.0308345724486064,-0.04026821748176375,-0.020127561177518537,-0.023703641688042384,-0.07823978994318767
LP68360948,-0.017289623280610306,-0.009321342516934417,-0.01195821175897925,-0.013325593664257092,-0.025684342072356012,-0.010425456054502761,-0.019845481157653545,-504.8410840185928
LP68368231,-0.0029991002699189958,-0.0015265301610759047,-0.001753973951418905,-0.003995760015642116,-0.0039027886919969067,-0.0017078406830323353,-0.0022207843866996102,-0.010998736924991518
LP68375025,-0.028214398659794686,-0.013068530994934264,-0.016669638071799265,-0.0109684510726422,-0.0446448937180388,-0.014608529554029723,-0.02722490838581214,-3.8985246098558846
LP68362915,-0.016886658376265806,-0.0083333900134673,-0.01059745731084324,-0.013441902329602325,-0.023297293591120195,-0.009330155059774825,-0.017059563329729924,-12.082260931348298
LP68373431,-0.00205102814869609,-0.05155840439317233,-0.05455383193555612,-0.003399813168872665,-0.09296909528534468,-0.05752652688450921,-0.0615822248976341,-0.008469227918400045
LP68370150,-0.010335800640757474,-0.008563058807658664,-0.00939317213309508,-0.017650020344758217,-0.015597028299874123,-0.009560471309863348,-0.011033793237635672,-0.0420908795191204
LP68367067,-0.022539590012630013,-0.014841048553415013,-0.017806674365853314,-5.69665067763982,-0.02808801908551368,-0.016577999062481055,-0.024727309697928693,-10222.28750378356
LP68366589,-0.009580475998386476,-0.007452349616257866,-0.007957286035499696,-0.012279251977092794,-0.011133411883530932,-0.008328763659314486,-0.009062706096783552,-0.023677352004065788
LP68370152,-0.009331002426798338,-0.008126998703581204,-0.008863017302354862,-3.0792306213603693,-0.010502150049276023,-0.009072085231998086,-0.01033082430360797,-967.889414437224
LP68370128,-0.020059305773591465,-0.010194368060405957,-0.01328443789036002,-0.009144487172893538,-0.03208328076969879,-0.0114093531267654,-0.023160294023754587,-10.647544274142529
LP68364735,-0.00809845682948592,-0.005125371555204752,-0.006632703059940651,-0.010839967471811715,-0.014288883340709206,-0.0057384296914746655,-0.011276181466268574,-3.666982558183647
LP68367325,-0.0054304227090405666,-0.0036314867944951083,-0.004050736599095796,-0.007045199908169886,-0.006881347307774205,-0.004068168242343396,-0.004875292800810939,-0.017543941045617024
LP68364741,-0.006197362148418887,-0.002967084615476445,-0.003838193497353429,-0.010259974390779936,-0.006631277916961431,-0.0033268924136573793,-0.006479478740371005,-3.8761986710915997
LP68366291,-0.0003990124196309453,-0.0003404739822741385,-0.0003987190660437318,-0.0010052832621852469,-0.001057073304914176,-0.0003824543166137049,-0.0005222496237807733,-0.00395251705170749
LP68362228,-0.02496638384537355,-0.02210558407952286,-0.02459788165398038,-0.04028197764346399,-0.05492367382714032,-0.024730703880735613,-0.029497988752273975,-0.10689507697250773
LP68371789,-0.021937123864124785,-0.014703596351829423,-0.01652057605064927,-0.032196046835897225,-0.031106930247966354,-0.016443271197748344,-0.020116605728581934,-0.07273954156814767
LP68387159,-0.014235516713217392,-0.012681921369096131,-0.013434792818187154,-0.016196964328846753,-0.018560160455399145,-0.014180475563291646,-0.015200343035849953,-0.030873412314496217
LP68366220,-0.006180105944673293,-0.0048350963282376746,-0.005255100222804938,-0.010454049287418199,-0.006795660182448555,-0.005402085288650415,-0.00610077362108355,-0.025334413028497652
LP68367066,-0.01208702659145853,-0.009014219184780497,-0.010043234073764866,-4.684966158575112,-0.016983282267330493,-0.010056563062405544,-0.012069740262373757,-27933.895984252093
LP68365291,-0.0001899126401855692,-0.00011214470620521382,-0.0001283618047844467,-0.014287243956663151,-0.0003949999999999818,-0.0001246698868837144,-0.00016195839992365086,-2.5638788929687455
LP68396754,-0.0042606758981310906,-0.0019232812050272278,-0.002218045344525064,-0.005519322193467097,-0.005651468201269001,-0.0021545936217833503,-0.002825771329594549,-0.019187782980317123
LP68381382,-0.007702757190243944,-0.004283160333637494,-0.004804452493527007,-0.007919174666021631,-0.008888557760043084,-0.004779185962863004,-0.005836905039470276,-0.019832531614813534
LP68366591,-0.02688650817209533,-0.013543330861075353,-0.017366059553036765,-0.013643253332555767,-0.03796283667572442,-0.015140989311483917,-0.028821537200850292,-16.49597972264798
LP68373235,-0.0160385312387949,-0.010394028497598165,-0.011769874109126876,-0.022453477425786763,-0.030465890864423115,-0.011607611201237555,-0.014527077024950229,-0.06913885512357397
LP68401718,-0.024051360674588015,-0.019768462092714368,-0.0213033481526456,-0.03633408845811285,-0.026354090380632432,-0.0220761346842643,-0.02448397281680362,-0.07840221828105239
LP68396069,-0.011046454285432532,-0.007656071448545373,-0.008321162205586732,-4.468625887398194,-0.013677035340616954,-0.00855384412641966,-0.009660291577509406,-974.2187413887577
LP68375026,-0.028271649412451704,-0.018354640087321048,-0.022513369968029186,-0.009684145453397916,-0.035252691747461366,-0.020560602781688146,-0.03281381353762785,-9.83492627012095
LP68376699,-0.02083134257047307,-0.020112326048985607,-0.022324810846068844,-0.02875972141328548,-0.05275041762336904,-0.022500268756750152,-0.026673489317579846,-0.0552566740949423
LP68388616,-0.018218829516539504,-0.007233612203599988,-0.009220573994795409,-0.004109768007274621,-0.01939912561449243,-0.008075461853478181,-0.01509627476823749,-0.9871768745998214
LP68380471,-0.02394393614950354,-0.014440357630118222,-0.015571439807075295,-0.018368798357748458,-0.025460224218804568,-0.016185656284672785,-0.01793543120514285,-0.036941323793656965
LP68376676,-0.011431461810824436,-0.0056843442114243225,-0.006631210017121916,-0.011735498177408255,-0.0180998868764002,-0.006363125835554777,-0.008643432620200894,-0.03903226685704184
LP68376671,-0.008883369949374272,-0.005811899115529727,-0.006637420726736745,-0.010961661809727944,-0.015253660737181029,-0.006499315303136014,-0.008312502851691307,-0.025775603023072833
LP68379130,-0.018894192521877542,-0.008983772048967017,-0.010713902919232425,-2.1249715620147716,-0.02180990954087249,-0.010037389020395257,-0.014667928309376322,-885.6161681671126
LP68372197,-0.0017357547900376394,-0.0009281609142235091,-0.0010551516308816536,-0.3218349468059597,-0.0023754254449025545,-0.0010357788115684472,-0.0013117733037372689,-307.32795162523314
LP68372191,-0.002269430135904357,-0.002154930370937033,-0.002417755280130444,-0.004666240645789083,-0.0032079355529235605,-0.002405838146628693,-0.0029380945313058873,-0.015089451442607668
LP68402473,-0.0206332612778624,-0.015162566811233336,-0.01801913111823035,-0.010507426021613859,-0.02307843012938979,-0.016966017189702733,-0.024430492730978456,-321.5210208127538
LP68376678,-0.021007565761370105,-0.00974458380182604,-0.012555612312759742,-0.011386381545429746,-0.025739878534608407,-0.01088986433855911,-0.021199586874069747,-16.385683532830157
LP68372922,-0.024158495906196304,-0.02049836233998875,-0.022898905464842936,-0.03380464254404563,-0.056717291471628614,-0.022918316367743066,-0.027627895120876284,-0.08419054533352065
LP68376677,-0.0047188360204483285,-0.003776277315337243,-0.004118619803432931,-0.006008011565112045,-0.006710137496768541,-0.004217979629952151,-0.004801894881531643,-0.013163262319355254
LP68376680,-0.013389971373164677,-0.008677349819517564,-0.00950064564968994,-0.016126438553157128,-0.01484734792297892,-0.009711451044011212,-0.01113683137448644,-0.03766817532389901
LP68402630,-0.00800546714829647,-0.005353400128752904,-0.005938719390645449,-0.009706655698252055,-0.009283582849791541,-0.005986769248831956,-0.007089177279444741,-0.021589395843126146
LP68387161,-0.0068685305214279575,-0.0040786819740287585,-0.0046576620390117954,-1.1668417145577967,-0.00997417482039738,-0.004551005486041968,-0.005838562492137562,-4942.108875605229
LP68377126,-0.004286549327791106,-0.002196163517910814,-0.002586042912490607,-0.0077286198212334345,-0.005185045207740672,-0.002467845945844986,-0.0034237244152436268,-0.02904873892405846
LP68389318,-0.0034934977045341722,-0.0024901863376040373,-0.00284696182027572,-0.006632837922143401,-0.005946313309134633,-0.002801470120262234,-0.003563465502178675,-0.019683888466432438
LP68376681,-0.015947304558848928,-0.010126538066274724,-0.01327079857200433,-0.010094844965496771,-0.03172056958376564,-0.011339349317938806,-0.023545814737797977,-980.1935555625706
LP68406037,-0.007629992464204995,-0.005873148355575735,-0.006397924564810001,-0.012455181109720733,-0.008534124923936733,-0.006571821646451186,-0.007451495741809588,-0.026001607562406406
