,KS p-value normal,KS p-value student,KS p-value stable,t-Student nu,levy alpha,levy beta,levy mu,levy sigma,levy neglog
FR055381461=,6.983567136059061e-100,6.41704525387219e-99,0.607243235371263,7.5748046875000155,0.7892642267424723,-0.007694446495207345,-0.014240032487450956,0.025202698295882214,-1471.2983934341019
FR0011798115=,1.2480150139382979e-67,1.481157781566348e-59,0.5342229669016569,5.54169921875001,0.7677811372675406,0.025080506912534845,-0.06259935030556726,0.0223780694925294,-866.7979101316031
FR001223667=2M,1.2967824716025934e-25,1.504895613879203e-23,1.0407186247750071e-178,8.194433593750018,1.0144295105079526,0.0870536019265593,-0.07776041727317823,0.14526315355338779,429.78144848075317
FR0012821924=,3.202126424786762e-23,8.542981377014623e-26,1.0104601586640581e-13,4.924609375000008,0.5,-0.022596599449306396,0.018837754428537547,0.019267458845293017,-8.526074322521282
FR0013005196=,5.546159913241079e-38,4.548642820204281e-40,2.055354315551937e-08,9.86953125000002,0.731400329840377,-0.17866529563168246,-0.017431307748813157,0.01566821978405284,-697.0163577912894
FR089869692=,4.660180593068405e-12,3.515703158558136e-11,4.332904864497586e-06,6.938476562500012,1.3855290511865208,0.10145265674502908,-0.06007651768347566,0.40333004037539993,1515.96413846497
FINA.PA,1.092885032724256e-40,3.2702399635970764e-40,4.113870076725108e-39,5.930175781250009,0.5,-0.02078753190022393,-0.02401451279095627,0.03113640690991688,1537.842319120099
FLYP.PA,6.998008378418251e-34,1.2393081955661077e-30,9.281767746096347e-19,6.596679687500012,0.5,-0.013724913943015489,-0.004894482327955128,0.0715431658192544,2804.46473008178
SMTPC.PA,4.240914088679562e-12,4.65350086099393e-13,0.001130119505137932,7.565722656250015,1.442012908820922,-0.0003087983147364788,0.014901737748613236,0.44458450569360564,3539.8624121377106
MFCP.PA,4.8610571885350855e-20,1.777207768518361e-24,1.9299765072025256e-09,7.2556640625000135,1.264185660614521,0.08000749138827185,-0.045938474156373456,0.3737558159904087,3409.4666866420457
PARF.PA,3.816508458625558e-32,5.211255771408208e-31,3.301644698654895e-47,7.553906250000015,0.5,0.08045676027714364,0.0039613473496720305,0.06441353720781122,2687.1354843302224
OFP.PA,1.787574866481703e-30,1.0221396773979954e-28,7.75757836031064e-186,6.584765625000012,0.9728813274524448,-0.05644127787943223,0.000337469797244922,0.2496058500363509,3008.4307868596306
INEA.PA,6.588219072087816e-51,3.6531583270893864e-54,9.570490349045793e-39,6.314746093750012,0.5,-0.0266872297149361,-0.009107501945699549,0.010390010343163092,919.9988283837569
ARGAN.PA,1.037876006883128e-10,2.474215548050377e-12,2.083854414726158e-05,8.299609375000015,1.5225508813651858,0.11298863208707521,-0.04105252244120795,0.4818805791497075,3438.5167787233895
FR0012658094=,0.01644275063502582,0.0016101890972229727,0.013786851664151027,11.065820312500026,1.7187013201874985,0.056993844719471,0.0006264368334281261,0.5838090513446625,874.8195734469759
FR0013044286=,1.901136551419591e-05,1.6232910655756375e-06,0.1376981613206781,5.988769531250011,1.2636766537777828,-0.055029370270074665,0.026221064732051384,0.3191244002587903,590.6696136883702
FR132791406=,0.002354235827391727,0.06259754030233673,0.1157090361140765,10.491894531250022,1.6697474881094305,0.09964513612184589,-0.022852192262172333,0.5591096427182262,736.0942264912173
MAUP.PA,7.526042902106617e-09,1.9161238621565934e-10,0.0376190890332844,8.938574218750018,1.5104151794891536,0.008028472972929714,-0.014303369991846832,0.4974469221213033,3713.2645698316396
WAVE.PA,3.8707701667554654e-13,7.41859033981341e-17,1.638119811314613e-14,8.752929687500014,1.4786625945003498,0.1729773956915521,-0.0786705927709163,0.4853677321768494,3693.081954476859
AKA.PA,8.698724881087133e-16,1.5307279601947003e-10,1.6029027964388357e-13,8.630175781250015,1.5256409414152425,0.19911856208606116,-0.07781416435857942,0.488947940272231,3635.6025694514447
EXEP.PA,8.8069641602603e-18,1.8772131984680667e-16,1.2614711387757838e-18,7.708203125000015,1.269946183309101,0.06893969208409231,-0.043993276230784015,0.39853654767292,3550.7292049287485
NANOB.PA,8.483254755605268e-25,1.6878874755122152e-22,8.989008152815144e-06,9.38818359375002,1.3007109662295966,0.1253110167021132,-0.08214800077499973,0.26654951526899356,1118.5039683881598
ALONC.PA,2.3176674250097665e-06,2.0854282191874835e-09,2.409029662261326e-07,7.341015625000013,1.4142052572042092,0.25115106452460656,-0.13538249510766595,0.41568081436347804,1152.4331571845642
ATEME.PA,1.069156634291259e-06,4.88137250701062e-07,1.5436415882522066e-09,7.654492187500014,1.3299860169263404,0.15560116842972302,-0.09018406421694593,0.4029351018349877,1090.5694521502442
CEREN.PA,4.229934605848235e-08,4.229934605848235e-08,8.541364584095486e-05,7.310449218750014,1.3548936132779261,0.17151195900666225,-0.09886755144449008,0.4002354732693464,847.7296503896882
FR001103697=2M,4.0286159466657556e-56,4.145005497015771e-59,7.328914852613708e-37,5.6299804687500075,1.2464839050881065,0.13415195669266886,0.01970815173205701,0.12720938254667696,-365.3581042508124
FR0011257260=R,1.4486590598246945e-81,3.5227957632279205e-81,6.205670256566388e-05,6.196972656250011,0.8097823692698911,-0.09615828517543484,0.05732756625204724,0.006284099116611999,-2153.51583858368
FR0011302793=,2.46318853956273e-09,7.809675256029993e-12,0.0006618261533869983,6.974902343750012,1.3233630562688448,0.02741012995608567,-0.03295943142121557,0.33198381798513454,1208.0404598894086
FR001137620=1M,1.2155961377354756e-13,1.014714979789236e-14,2.495733765709606e-26,6.264746093750011,0.5,0.08365422666763195,0.010772682788022228,0.0007007582831592097,245.94701397430157
FR0011391820=LUSG,2.2769888314507743e-08,4.758366671406974e-10,5.494166364922701e-38,7.131738281250012,0.9386896350305441,0.053630183534916935,-0.02635226491376861,0.2821607704441564,1502.6333781120525
FR0011439900=,7.27252477510402e-24,4.0153372710289887e-26,0.0,5.96152343750001,1.0005898982256605,0.2461888705305914,-0.056797497899735976,0.20068820827307526,1057.1371272951424
FR107835822=,1.380381438909631e-53,8.110539201024682e-57,0.34380951891583444,5.0077148437500085,0.7808332944261134,-0.033629469423690724,0.011602218605544553,0.027609115456936492,-707.4553475648764
FR0012146744=,7.255275798373771e-05,2.9250976053728204e-05,0.173138606576856,7.720312500000016,1.4474846160655304,0.07043509109589105,-0.03512610705606329,0.44706263259851886,1064.7166904916764
BE099229357=,5.089215319356744e-29,5.2942197073555555e-31,0.00473460235362161,8.241308593750015,1.1965189423919298,0.01604503001501712,0.013543285536759061,0.16777877411615405,516.8630122600895
FR0011208115=,0.0004290994304060527,1.0990478549541813e-06,0.43518782986831683,9.85214843750002,1.5924559083967351,0.05828295134882806,-0.015698641218505525,0.536177491490385,1994.4302388928636
FR0012833077=,6.812425235466739e-41,3.0632761974075806e-38,3.2785307756538807e-66,4.146679687500007,0.5,0.7448053606455289,-0.033479463299074294,1e-06,-1274.8768866889109
FR0013087186=,7.991795406633862e-13,3.1957048405238574e-15,0.9327536538319244,4.897265625000008,1.2804296764876946,0.06348721489857183,0.008320600116423492,0.19411291951265625,297.65141548716906
FR0013071206=CALP,4.418876813912002e-21,3.234979323904621e-23,2.4282195369890033e-134,7.763476562500015,0.9976595838306846,0.31060000914355546,0.05097489505467886,0.019481883248198373,-394.56283437975793
FR0013218807=,6.893437090382894e-15,4.0513493269458045e-13,1.6932559350018786e-122,7.898339843750016,0.9984676637169893,-0.32963141487346337,0.05977479132416039,0.07279385410547803,-45.2707750169346
ALCLS.PA,4.602030956284735e-26,2.7766525006825636e-32,1.0464223032787545e-11,7.730566406250015,1.3716336878319433,0.163320452955174,-0.09206910096546472,0.36276436364255704,3062.70303772821
FR0011185628=HSBP,3.102312148339983e-07,1.7271215370059335e-06,4.810023766997408e-07,8.867089843750016,1.7476603058663702,-0.22800325921013037,0.04646651527229383,0.5072008400816782,403.36952448398796
FR0011266519=,6.17069685812886e-90,5.702498125867502e-92,0.09114440561456662,7.228027343750014,0.7740564365492458,0.012897958165816754,-0.0011899457782165504,0.01599734960679029,-1803.9382181643405
FR075544324=,1.4600777324841678e-26,8.5878715695466e-30,7.085589756773365e-06,5.2875000000000085,1.2026122088344662,0.09505138484655502,-0.06212740190088434,0.22876407569051582,1237.1699983512995
